"GO.ID","Term","Annotated","Significant","Expected","Rank in result2","result1","result2","result3","GenesInTermAndTest","GenesInTermAndTest_eggNogName"
"GO:0004703","G protein-coupled receptor kinase activi...",4,0,0.03,421,"1.00000","1.00000","1.00000","",""
"GO:0004706","JUN kinase kinase kinase activity",4,0,0.03,422,"1.00000","1.00000","1.00000","",""
"GO:0004707","MAP kinase activity",8,0,0.07,423,"1.00000","1.00000","1.00000","",""
"GO:0004708","MAP kinase kinase activity",6,0,0.05,424,"1.00000","1.00000","1.00000","",""
"GO:0004709","MAP kinase kinase kinase activity",8,0,0.07,425,"1.00000","1.00000","1.00000","",""
"GO:0004711","ribosomal protein S6 kinase activity",3,0,0.03,426,"1.00000","1.00000","1.00000","",""
"GO:0004712","protein serine/threonine/tyrosine kinase...",10,0,0.09,427,"1.00000","1.00000","1.00000","",""
"GO:0004713","protein tyrosine kinase activity",56,0,0.48,428,"1.00000","1.00000","1.00000","",""
"GO:0004714","transmembrane receptor protein tyrosine ...",23,0,0.2,429,"1.00000","1.00000","1.00000","",""
"GO:0004715","non-membrane spanning protein tyrosine k...",19,0,0.16,430,"1.00000","1.00000","1.00000","",""
"GO:0004721","phosphoprotein phosphatase activity",95,0,0.82,431,"1.00000","1.00000","1.00000","",""
"GO:0004722","protein serine/threonine phosphatase act...",43,0,0.37,432,"1.00000","1.00000","1.00000","",""
"GO:0004723","calcium-dependent protein serine/threoni...",3,0,0.03,433,"1.00000","1.00000","1.00000","",""
"GO:0004725","protein tyrosine phosphatase activity",41,0,0.35,434,"1.00000","1.00000","1.00000","",""
"GO:0004747","ribokinase activity",3,0,0.03,435,"1.00000","1.00000","1.00000","",""
"GO:0004748","ribonucleoside-diphosphate reductase act...",6,0,0.05,436,"1.00000","1.00000","1.00000","",""
"GO:0004757","sepiapterin reductase activity",7,0,0.06,437,"1.00000","1.00000","1.00000","",""
"GO:0004758","serine C-palmitoyltransferase activity",3,0,0.03,438,"1.00000","1.00000","1.00000","",""
"GO:0004774","succinate-CoA ligase activity",7,0,0.06,439,"1.00000","1.00000","1.00000","",""
"GO:0004775","succinate-CoA ligase (ADP-forming) activ...",4,0,0.03,440,"1.00000","1.00000","1.00000","",""
"GO:0004776","succinate-CoA ligase (GDP-forming) activ...",3,0,0.03,441,"1.00000","1.00000","1.00000","",""
"GO:0004797","thymidine kinase activity",4,0,0.03,442,"1.00000","1.00000","1.00000","",""
"GO:0004812","aminoacyl-tRNA ligase activity",59,0,0.51,443,"1.00000","1.00000","1.00000","",""
"GO:0004813","alanine-tRNA ligase activity",4,0,0.03,444,"1.00000","1.00000","1.00000","",""
"GO:0004814","arginine-tRNA ligase activity",3,0,0.03,445,"1.00000","1.00000","1.00000","",""
"GO:0004815","aspartate-tRNA ligase activity",4,0,0.03,446,"1.00000","1.00000","1.00000","",""
"GO:0004816","asparagine-tRNA ligase activity",6,0,0.05,447,"1.00000","1.00000","1.00000","",""
"GO:0004818","glutamate-tRNA ligase activity",3,0,0.03,448,"1.00000","1.00000","1.00000","",""
"GO:0004823","leucine-tRNA ligase activity",4,0,0.03,449,"1.00000","1.00000","1.00000","",""
"GO:0004825","methionine-tRNA ligase activity",4,0,0.03,450,"1.00000","1.00000","1.00000","",""
"GO:0004826","phenylalanine-tRNA ligase activity",7,0,0.06,451,"1.00000","1.00000","1.00000","",""
"GO:0004827","proline-tRNA ligase activity",3,0,0.03,452,"1.00000","1.00000","1.00000","",""
"GO:0004828","serine-tRNA ligase activity",3,0,0.03,453,"1.00000","1.00000","1.00000","",""
"GO:0004831","tyrosine-tRNA ligase activity",5,0,0.04,454,"1.00000","1.00000","1.00000","",""
"GO:0004832","valine-tRNA ligase activity",4,0,0.03,455,"1.00000","1.00000","1.00000","",""
"GO:0004837","tyrosine decarboxylase activity",4,0,0.03,456,"1.00000","1.00000","1.00000","",""
"GO:0004842","ubiquitin-protein transferase activity",213,0,1.84,457,"1.00000","1.00000","1.00000","",""
"GO:0004843","thiol-dependent ubiquitin-specific prote...",77,0,0.67,458,"1.00000","1.00000","1.00000","",""
"GO:0004844","uracil DNA N-glycosylase activity",3,0,0.03,459,"1.00000","1.00000","1.00000","",""
"GO:0004849","uridine kinase activity",3,0,0.03,460,"1.00000","1.00000","1.00000","",""
"GO:0004860","protein kinase inhibitor activity",25,0,0.22,461,"1.00000","1.00000","1.00000","",""
"GO:0004864","protein phosphatase inhibitor activity",7,0,0.06,462,"1.00000","1.00000","1.00000","",""
"GO:0004869","cysteine-type endopeptidase inhibitor ac...",11,0,0.1,463,"1.00000","1.00000","1.00000","",""
"GO:0004879","nuclear receptor activity",40,0,0.35,464,"1.00000","1.00000","1.00000","",""
"GO:0004888","transmembrane signaling receptor activit...",251,0,2.17,465,"1.00000","1.00000","1.00000","",""
"GO:0004890","GABA-A receptor activity",4,0,0.03,466,"1.00000","1.00000","1.00000","",""
"GO:0004930","G protein-coupled receptor activity",128,0,1.11,467,"1.00000","1.00000","1.00000","",""
"GO:0004935","adrenergic receptor activity",5,0,0.04,468,"1.00000","1.00000","1.00000","",""
"GO:0004948","calcitonin receptor activity",5,0,0.04,469,"1.00000","1.00000","1.00000","",""
"GO:0004952","dopamine neurotransmitter receptor activ...",11,0,0.1,470,"1.00000","1.00000","1.00000","",""
"GO:0004965","G protein-coupled GABA receptor activity",7,0,0.06,471,"1.00000","1.00000","1.00000","",""
"GO:0004969","histamine receptor activity",5,0,0.04,472,"1.00000","1.00000","1.00000","",""
"GO:0004970","ionotropic glutamate receptor activity",10,0,0.09,473,"1.00000","1.00000","1.00000","",""
"GO:0004971","AMPA glutamate receptor activity",3,0,0.03,474,"1.00000","1.00000","1.00000","",""
"GO:0004972","NMDA glutamate receptor activity",3,0,0.03,475,"1.00000","1.00000","1.00000","",""
"GO:0004984","olfactory receptor activity",25,0,0.22,476,"1.00000","1.00000","1.00000","",""
"GO:0004989","octopamine receptor activity",9,0,0.08,477,"1.00000","1.00000","1.00000","",""
"GO:0004993","G protein-coupled serotonin receptor act...",7,0,0.06,478,"1.00000","1.00000","1.00000","",""
"GO:0004995","tachykinin receptor activity",5,0,0.04,479,"1.00000","1.00000","1.00000","",""
"GO:0005001","transmembrane receptor protein tyrosine ...",14,0,0.12,480,"1.00000","1.00000","1.00000","",""
"GO:0005024","transforming growth factor beta-activate...",6,0,0.05,481,"1.00000","1.00000","1.00000","",""
"GO:0005026","transforming growth factor beta receptor...",4,0,0.03,482,"1.00000","1.00000","1.00000","",""
"GO:0005031","tumor necrosis factor-activated receptor...",3,0,0.03,483,"1.00000","1.00000","1.00000","",""
"GO:0005035","death receptor activity",3,0,0.03,484,"1.00000","1.00000","1.00000","",""
"GO:0005042","netrin receptor activity",6,0,0.05,485,"1.00000","1.00000","1.00000","",""
"GO:0005043","netrin receptor activity involved in che...",4,0,0.03,486,"1.00000","1.00000","1.00000","",""
"GO:0005044","scavenger receptor activity",5,0,0.04,487,"1.00000","1.00000","1.00000","",""
"GO:0005047","signal recognition particle binding",3,0,0.03,488,"1.00000","1.00000","1.00000","",""
"GO:0005048","signal sequence binding",28,0,0.24,489,"1.00000","1.00000","1.00000","",""
"GO:0005049","nuclear export signal receptor activity",6,0,0.05,490,"1.00000","1.00000","1.00000","",""
"GO:0005078","MAP-kinase scaffold activity",8,0,0.07,491,"1.00000","1.00000","1.00000","",""
"GO:0005080","protein kinase C binding",6,0,0.05,492,"1.00000","1.00000","1.00000","",""
"GO:0005085","guanyl-nucleotide exchange factor activi...",107,0,0.93,493,"1.00000","1.00000","1.00000","",""
"GO:0005086","ARF guanyl-nucleotide exchange factor ac...",15,0,0.13,494,"1.00000","1.00000","1.00000","",""
"GO:0005088","Ras guanyl-nucleotide exchange factor ac...",83,0,0.72,495,"1.00000","1.00000","1.00000","",""
"GO:0005089","Rho guanyl-nucleotide exchange factor ac...",44,0,0.38,496,"1.00000","1.00000","1.00000","",""
"GO:0005092","GDP-dissociation inhibitor activity",6,0,0.05,497,"1.00000","1.00000","1.00000","",""
"GO:0005096","GTPase activator activity",134,0,1.16,498,"1.00000","1.00000","1.00000","",""
"GO:0005112","Notch binding",23,0,0.2,499,"1.00000","1.00000","1.00000","",""
"GO:0005113","patched binding",10,0,0.09,500,"1.00000","1.00000","1.00000","",""
"GO:0005118","sevenless binding",5,0,0.04,501,"1.00000","1.00000","1.00000","",""
"GO:0005119","smoothened binding",7,0,0.06,502,"1.00000","1.00000","1.00000","",""
"GO:0005121","Toll binding",17,0,0.15,503,"1.00000","1.00000","1.00000","",""
"GO:0005125","cytokine activity",15,0,0.13,504,"1.00000","1.00000","1.00000","",""
"GO:0005154","epidermal growth factor receptor binding",10,0,0.09,505,"1.00000","1.00000","1.00000","",""
"GO:0005158","insulin receptor binding",4,0,0.03,506,"1.00000","1.00000","1.00000","",""
"GO:0005160","transforming growth factor beta receptor...",9,0,0.08,507,"1.00000","1.00000","1.00000","",""
"GO:0005178","integrin binding",11,0,0.1,508,"1.00000","1.00000","1.00000","",""
"GO:0005179","hormone activity",25,0,0.22,509,"1.00000","1.00000","1.00000","",""
"GO:0005184","neuropeptide hormone activity",21,0,0.18,510,"1.00000","1.00000","1.00000","",""
"GO:0005200","structural constituent of cytoskeleton",49,0,0.42,511,"1.00000","1.00000","1.00000","",""
"GO:0005216","ion channel activity",221,0,1.91,512,"1.00000","1.00000","1.00000","",""
"GO:0005217","intracellular ligand-gated ion channel a...",12,0,0.1,513,"1.00000","1.00000","1.00000","",""
"GO:0005219","ryanodine-sensitive calcium-release chan...",3,0,0.03,514,"1.00000","1.00000","1.00000","",""
"GO:0005227","calcium activated cation channel activit...",11,0,0.1,515,"1.00000","1.00000","1.00000","",""
"GO:0005228","intracellular sodium activated potassium...",3,0,0.03,516,"1.00000","1.00000","1.00000","",""
"GO:0005229","intracellular calcium activated chloride...",9,0,0.08,517,"1.00000","1.00000","1.00000","",""
"GO:0005230","extracellular ligand-gated ion channel a...",35,0,0.3,518,"1.00000","1.00000","1.00000","",""
"GO:0005231","excitatory extracellular ligand-gated io...",16,0,0.14,519,"1.00000","1.00000","1.00000","",""
"GO:0005242","inward rectifier potassium channel activ...",4,0,0.03,520,"1.00000","1.00000","1.00000","",""
"GO:0005243","gap junction channel activity",7,0,0.06,521,"1.00000","1.00000","1.00000","",""
"GO:0005244","voltage-gated ion channel activity",53,0,0.46,522,"1.00000","1.00000","1.00000","",""
"GO:0005245","voltage-gated calcium channel activity",11,0,0.1,523,"1.00000","1.00000","1.00000","",""
"GO:0005247","voltage-gated chloride channel activity",9,0,0.08,524,"1.00000","1.00000","1.00000","",""
"GO:0005248","voltage-gated sodium channel activity",6,0,0.05,525,"1.00000","1.00000","1.00000","",""
"GO:0005249","voltage-gated potassium channel activity",25,0,0.22,526,"1.00000","1.00000","1.00000","",""
"GO:0005253","anion channel activity",50,0,0.43,527,"1.00000","1.00000","1.00000","",""
"GO:0005254","chloride channel activity",45,0,0.39,528,"1.00000","1.00000","1.00000","",""
"GO:0005261","cation channel activity",160,0,1.38,529,"1.00000","1.00000","1.00000","",""
"GO:0005262","calcium channel activity",57,0,0.49,530,"1.00000","1.00000","1.00000","",""
"GO:0005267","potassium channel activity",51,0,0.44,531,"1.00000","1.00000","1.00000","",""
"GO:0005272","sodium channel activity",24,0,0.21,532,"1.00000","1.00000","1.00000","",""
"GO:0005275","amine transmembrane transporter activity",7,0,0.06,533,"1.00000","1.00000","1.00000","",""
"GO:0005283","amino acid:sodium symporter activity",13,0,0.11,534,"1.00000","1.00000","1.00000","",""
"GO:0005310","dicarboxylic acid transmembrane transpor...",32,0,0.28,535,"1.00000","1.00000","1.00000","",""
"GO:0005313","L-glutamate transmembrane transporter ac...",8,0,0.07,536,"1.00000","1.00000","1.00000","",""
"GO:0005314","high-affinity glutamate transmembrane tr...",4,0,0.03,537,"1.00000","1.00000","1.00000","",""
"GO:0005319","lipid transporter activity",50,0,0.43,538,"1.00000","1.00000","1.00000","",""
"GO:0005326","neurotransmitter transmembrane transport...",47,0,0.41,539,"1.00000","1.00000","1.00000","",""
"GO:0005328","neurotransmitter:sodium symporter activi...",17,0,0.15,540,"1.00000","1.00000","1.00000","",""
"GO:0005337","nucleoside transmembrane transporter act...",6,0,0.05,541,"1.00000","1.00000","1.00000","",""
"GO:0005338","nucleotide-sugar transmembrane transport...",13,0,0.11,542,"1.00000","1.00000","1.00000","",""
"GO:0005342","organic acid transmembrane transporter a...",113,0,0.98,543,"1.00000","1.00000","1.00000","",""
"GO:0005343","organic acid:sodium symporter activity",13,0,0.11,544,"1.00000","1.00000","1.00000","",""
"GO:0005346","purine ribonucleotide transmembrane tran...",10,0,0.09,545,"1.00000","1.00000","1.00000","",""
"GO:0005347","ATP transmembrane transporter activity",5,0,0.04,546,"1.00000","1.00000","1.00000","",""
"GO:0005351","carbohydrate:proton symporter activity",13,0,0.11,547,"1.00000","1.00000","1.00000","",""
"GO:0005355","glucose transmembrane transporter activi...",13,0,0.11,548,"1.00000","1.00000","1.00000","",""
"GO:0005372","water transmembrane transporter activity",4,0,0.03,549,"1.00000","1.00000","1.00000","",""
"GO:0005375","copper ion transmembrane transporter act...",5,0,0.04,550,"1.00000","1.00000","1.00000","",""
"GO:0005381","iron ion transmembrane transporter activ...",6,0,0.05,551,"1.00000","1.00000","1.00000","",""
"GO:0005384","manganese ion transmembrane transporter ...",3,0,0.03,552,"1.00000","1.00000","1.00000","",""
"GO:0005385","zinc ion transmembrane transporter activ...",21,0,0.18,553,"1.00000","1.00000","1.00000","",""
"GO:0005388","calcium transmembrane transporter activi...",10,0,0.09,554,"1.00000","1.00000","1.00000","",""
"GO:0005391","sodium:potassium-exchanging ATPase activ...",4,0,0.03,555,"1.00000","1.00000","1.00000","",""
"GO:0005402","carbohydrate:cation symporter activity",13,0,0.11,556,"1.00000","1.00000","1.00000","",""
"GO:0005416","amino acid:cation symporter activity",18,0,0.16,557,"1.00000","1.00000","1.00000","",""
"GO:0005432","calcium:sodium antiporter activity",9,0,0.08,558,"1.00000","1.00000","1.00000","",""
"GO:0005451","monovalent cation:proton antiporter acti...",10,0,0.09,559,"1.00000","1.00000","1.00000","",""
"GO:0005457","GDP-fucose transmembrane transporter act...",8,0,0.07,560,"1.00000","1.00000","1.00000","",""
"GO:0005459","UDP-galactose transmembrane transporter ...",5,0,0.04,561,"1.00000","1.00000","1.00000","",""
"GO:0005462","UDP-N-acetylglucosamine transmembrane tr...",4,0,0.03,562,"1.00000","1.00000","1.00000","",""
"GO:0005464","UDP-xylose transmembrane transporter act...",4,0,0.03,563,"1.00000","1.00000","1.00000","",""
"GO:0005476","carnitine:acyl carnitine antiporter acti...",3,0,0.03,564,"1.00000","1.00000","1.00000","",""
"GO:0005484","SNAP receptor activity",23,0,0.2,565,"1.00000","1.00000","1.00000","",""
"GO:0005500","juvenile hormone binding",4,0,0.03,566,"1.00000","1.00000","1.00000","",""
"GO:0005516","calmodulin binding",58,0,0.5,567,"1.00000","1.00000","1.00000","",""
"GO:0005518","collagen binding",8,0,0.07,568,"1.00000","1.00000","1.00000","",""
"GO:0005520","insulin-like growth factor binding",7,0,0.06,569,"1.00000","1.00000","1.00000","",""
"GO:0005521","lamin binding",5,0,0.04,570,"1.00000","1.00000","1.00000","",""
"GO:0005523","tropomyosin binding",5,0,0.04,571,"1.00000","1.00000","1.00000","",""
"GO:0005524","ATP binding",38,0,0.33,572,"1.00000","1.00000","1.00000","",""
"GO:0005525","GTP binding",51,0,0.44,573,"1.00000","1.00000","1.00000","",""
"GO:0005527","macrolide binding",12,0,0.1,574,"1.00000","1.00000","1.00000","",""
"GO:0005528","FK506 binding",12,0,0.1,575,"1.00000","1.00000","1.00000","",""
"GO:0005543","phospholipid binding",133,0,1.15,576,"1.00000","1.00000","1.00000","",""
"GO:0005544","calcium-dependent phospholipid binding",24,0,0.21,577,"1.00000","1.00000","1.00000","",""
"GO:0005545","1-phosphatidylinositol binding",4,0,0.03,578,"1.00000","1.00000","1.00000","",""
"GO:0005546","phosphatidylinositol-4,5-bisphosphate bi...",16,0,0.14,579,"1.00000","1.00000","1.00000","",""
"GO:0005547","phosphatidylinositol-3,4,5-trisphosphate...",6,0,0.05,580,"1.00000","1.00000","1.00000","",""
"GO:0005548","phospholipid transporter activity",19,0,0.16,581,"1.00000","1.00000","1.00000","",""
"GO:0005549","odorant binding",21,0,0.18,582,"1.00000","1.00000","1.00000","",""
"GO:0008013","beta-catenin binding",9,0,0.08,583,"1.00000","1.00000","1.00000","",""
"GO:0008017","microtubule binding",126,0,1.09,584,"1.00000","1.00000","1.00000","",""
"GO:0008020","G protein-coupled photoreceptor activity",8,0,0.07,585,"1.00000","1.00000","1.00000","",""
"GO:0008028","monocarboxylic acid transmembrane transp...",32,0,0.28,586,"1.00000","1.00000","1.00000","",""
"GO:0008036","diuretic hormone receptor activity",3,0,0.03,587,"1.00000","1.00000","1.00000","",""
"GO:0008047","enzyme activator activity",183,0,1.58,588,"1.00000","1.00000","1.00000","",""
"GO:0008066","glutamate receptor activity",22,0,0.19,589,"1.00000","1.00000","1.00000","",""
"GO:0008079","translation termination factor activity",6,0,0.05,590,"1.00000","1.00000","1.00000","",""
"GO:0008080","N-acetyltransferase activity",37,0,0.32,591,"1.00000","1.00000","1.00000","",""
"GO:0008081","phosphoric diester hydrolase activity",23,0,0.2,592,"1.00000","1.00000","1.00000","",""
"GO:0008083","growth factor activity",12,0,0.1,593,"1.00000","1.00000","1.00000","",""
"GO:0008092","cytoskeletal protein binding",435,0,3.76,594,"1.00000","1.00000","1.00000","",""
"GO:0008093","cytoskeletal anchor activity",3,0,0.03,595,"1.00000","1.00000","1.00000","",""
"GO:0008094","DNA-dependent ATPase activity",54,0,0.47,596,"1.00000","1.00000","1.00000","",""
"GO:0008096","juvenile hormone epoxide hydrolase activ...",4,0,0.03,597,"1.00000","1.00000","1.00000","",""
"GO:0008097","5S rRNA binding",5,0,0.04,598,"1.00000","1.00000","1.00000","",""
"GO:0008117","sphinganine-1-phosphate aldolase activit...",3,0,0.03,599,"1.00000","1.00000","1.00000","",""
"GO:0008121","ubiquinol-cytochrome-c reductase activit...",12,0,0.1,600,"1.00000","1.00000","1.00000","",""
"GO:0008135","translation factor activity, RNA binding",102,0,0.88,601,"1.00000","1.00000","1.00000","",""
"GO:0008137","NADH dehydrogenase (ubiquinone) activity",11,0,0.1,602,"1.00000","1.00000","1.00000","",""
"GO:0008138","protein tyrosine/serine/threonine phosph...",24,0,0.21,603,"1.00000","1.00000","1.00000","",""
"GO:0008139","nuclear localization sequence binding",17,0,0.15,604,"1.00000","1.00000","1.00000","",""
"GO:0008140","cAMP response element binding protein bi...",4,0,0.03,605,"1.00000","1.00000","1.00000","",""
"GO:0008143","poly(A) binding",5,0,0.04,606,"1.00000","1.00000","1.00000","",""
"GO:0008146","sulfotransferase activity",21,0,0.18,607,"1.00000","1.00000","1.00000","",""
"GO:0008157","protein phosphatase 1 binding",47,0,0.41,608,"1.00000","1.00000","1.00000","",""
"GO:0008169","C-methyltransferase activity",3,0,0.03,609,"1.00000","1.00000","1.00000","",""
"GO:0008171","O-methyltransferase activity",16,0,0.14,610,"1.00000","1.00000","1.00000","",""
"GO:0008173","RNA methyltransferase activity",40,0,0.35,611,"1.00000","1.00000","1.00000","",""
"GO:0008174","mRNA methyltransferase activity",3,0,0.03,612,"1.00000","1.00000","1.00000","",""
"GO:0008175","tRNA methyltransferase activity",17,0,0.15,613,"1.00000","1.00000","1.00000","",""
"GO:0008177","succinate dehydrogenase (ubiquinone) act...",4,0,0.03,614,"1.00000","1.00000","1.00000","",""
"GO:0008184","glycogen phosphorylase activity",3,0,0.03,615,"1.00000","1.00000","1.00000","",""
"GO:0008186","RNA-dependent ATPase activity",78,0,0.67,616,"1.00000","1.00000","1.00000","",""
"GO:0008187","poly-pyrimidine tract binding",18,0,0.16,617,"1.00000","1.00000","1.00000","",""
"GO:0008188","neuropeptide receptor activity",44,0,0.38,618,"1.00000","1.00000","1.00000","",""
"GO:0008190","eukaryotic initiation factor 4E binding",4,0,0.03,619,"1.00000","1.00000","1.00000","",""
"GO:0008194","UDP-glycosyltransferase activity",74,0,0.64,620,"1.00000","1.00000","1.00000","",""
"GO:0008195","phosphatidate phosphatase activity",4,0,0.03,621,"1.00000","1.00000","1.00000","",""
"GO:0008196","vitellogenin receptor activity",4,0,0.03,622,"1.00000","1.00000","1.00000","",""
"GO:0008226","tyramine receptor activity",6,0,0.05,623,"1.00000","1.00000","1.00000","",""
"GO:0008227","G protein-coupled amine receptor activit...",40,0,0.35,624,"1.00000","1.00000","1.00000","",""
"GO:0008240","tripeptidyl-peptidase activity",4,0,0.03,625,"1.00000","1.00000","1.00000","",""
"GO:0008242","omega peptidase activity",77,0,0.67,626,"1.00000","1.00000","1.00000","",""
"GO:0008252","nucleotidase activity",10,0,0.09,627,"1.00000","1.00000","1.00000","",""
"GO:0008253","5'-nucleotidase activity",10,0,0.09,628,"1.00000","1.00000","1.00000","",""
"GO:0008261","allatostatin receptor activity",6,0,0.05,629,"1.00000","1.00000","1.00000","",""
"GO:0008266","poly(U) RNA binding",10,0,0.09,630,"1.00000","1.00000","1.00000","",""
"GO:0008273","calcium, potassium:sodium antiporter act...",6,0,0.05,631,"1.00000","1.00000","1.00000","",""
"GO:0008296","3'-5'-exodeoxyribonuclease activity",11,0,0.1,632,"1.00000","1.00000","1.00000","",""
"GO:0008297","single-stranded DNA exodeoxyribonuclease...",10,0,0.09,633,"1.00000","1.00000","1.00000","",""
"GO:0008307","structural constituent of muscle",44,0,0.38,634,"1.00000","1.00000","1.00000","",""
"GO:0008308","voltage-gated anion channel activity",14,0,0.12,635,"1.00000","1.00000","1.00000","",""
"GO:0008309","double-stranded DNA exodeoxyribonuclease...",8,0,0.07,636,"1.00000","1.00000","1.00000","",""
"GO:0008310","single-stranded DNA 3'-5' exodeoxyribonu...",7,0,0.06,637,"1.00000","1.00000","1.00000","",""
"GO:0008311","double-stranded DNA 3'-5' exodeoxyribonu...",5,0,0.04,638,"1.00000","1.00000","1.00000","",""
"GO:0008320","protein transmembrane transporter activi...",14,0,0.12,639,"1.00000","1.00000","1.00000","",""
"GO:0008331","high voltage-gated calcium channel activ...",6,0,0.05,640,"1.00000","1.00000","1.00000","",""
"GO:0008349","MAP kinase kinase kinase kinase activity",6,0,0.05,641,"1.00000","1.00000","1.00000","",""
"GO:0008353","RNA polymerase II CTD heptapeptide repea...",4,0,0.03,642,"1.00000","1.00000","1.00000","",""
"GO:0008374","O-acyltransferase activity",19,0,0.16,643,"1.00000","1.00000","1.00000","",""
"GO:0008375","acetylglucosaminyltransferase activity",18,0,0.16,644,"1.00000","1.00000","1.00000","",""
"GO:0008376","acetylgalactosaminyltransferase activity",16,0,0.14,645,"1.00000","1.00000","1.00000","",""
"GO:0008378","galactosyltransferase activity",11,0,0.1,646,"1.00000","1.00000","1.00000","",""
"GO:0008379","thioredoxin peroxidase activity",4,0,0.03,647,"1.00000","1.00000","1.00000","",""
"GO:0008381","mechanosensitive ion channel activity",9,0,0.08,648,"1.00000","1.00000","1.00000","",""
"GO:0008395","steroid hydroxylase activity",9,0,0.08,649,"1.00000","1.00000","1.00000","",""
"GO:0008408","3'-5' exonuclease activity",42,0,0.36,650,"1.00000","1.00000","1.00000","",""
"GO:0008409","5'-3' exonuclease activity",9,0,0.08,651,"1.00000","1.00000","1.00000","",""
"GO:0008417","fucosyltransferase activity",7,0,0.06,652,"1.00000","1.00000","1.00000","",""
"GO:0008420","RNA polymerase II CTD heptapeptide repea...",5,0,0.04,653,"1.00000","1.00000","1.00000","",""
"GO:0008442","3-hydroxyisobutyrate dehydrogenase activ...",3,0,0.03,654,"1.00000","1.00000","1.00000","",""
"GO:0008445","D-aspartate oxidase activity",5,0,0.04,655,"1.00000","1.00000","1.00000","",""
"GO:0008449","N-acetylglucosamine-6-sulfatase activity",3,0,0.03,656,"1.00000","1.00000","1.00000","",""
"GO:0008467","[heparan sulfate]-glucosamine 3-sulfotra...",5,0,0.04,657,"1.00000","1.00000","1.00000","",""
"GO:0008469","histone-arginine N-methyltransferase act...",10,0,0.09,658,"1.00000","1.00000","1.00000","",""
"GO:0008474","palmitoyl-(protein) hydrolase activity",4,0,0.03,659,"1.00000","1.00000","1.00000","",""
"GO:0008483","transaminase activity",20,0,0.17,660,"1.00000","1.00000","1.00000","",""
"GO:0008484","sulfuric ester hydrolase activity",3,0,0.03,661,"1.00000","1.00000","1.00000","",""
"GO:0008489","UDP-galactose:glucosylceramide beta-1,4-...",3,0,0.03,662,"1.00000","1.00000","1.00000","",""
"GO:0008494","translation activator activity",4,0,0.03,663,"1.00000","1.00000","1.00000","",""
"GO:0008504","monoamine transmembrane transporter acti...",6,0,0.05,664,"1.00000","1.00000","1.00000","",""
"GO:0008509","anion transmembrane transporter activity",213,0,1.84,665,"1.00000","1.00000","1.00000","",""
"GO:0008510","sodium:bicarbonate symporter activity",4,0,0.03,666,"1.00000","1.00000","1.00000","",""
"GO:0008514","organic anion transmembrane transporter ...",151,0,1.31,667,"1.00000","1.00000","1.00000","",""
"GO:0008519","ammonium transmembrane transporter activ...",19,0,0.16,668,"1.00000","1.00000","1.00000","",""
"GO:0008526","phosphatidylinositol transfer activity",6,0,0.05,669,"1.00000","1.00000","1.00000","",""
"GO:0008527","taste receptor activity",8,0,0.07,670,"1.00000","1.00000","1.00000","",""
"GO:0008528","G protein-coupled peptide receptor activ...",47,0,0.41,671,"1.00000","1.00000","1.00000","",""
"GO:0008536","Ran GTPase binding",11,0,0.1,672,"1.00000","1.00000","1.00000","",""
"GO:0008553","proton-exporting ATPase activity, phosph...",6,0,0.05,673,"1.00000","1.00000","1.00000","",""
"GO:0008554","sodium transmembrane transporter activit...",4,0,0.03,674,"1.00000","1.00000","1.00000","",""
"GO:0008556","potassium transmembrane transporter acti...",4,0,0.03,675,"1.00000","1.00000","1.00000","",""
"GO:0008568","microtubule-severing ATPase activity",3,0,0.03,676,"1.00000","1.00000","1.00000","",""
"GO:0008569","ATP-dependent microtubule motor activity...",33,0,0.29,677,"1.00000","1.00000","1.00000","",""
"GO:0008574","ATP-dependent microtubule motor activity...",24,0,0.21,678,"1.00000","1.00000","1.00000","",""
"GO:0008607","phosphorylase kinase regulator activity",4,0,0.03,679,"1.00000","1.00000","1.00000","",""
"GO:0008613","diuretic hormone activity",4,0,0.03,680,"1.00000","1.00000","1.00000","",""
"GO:0008641","ubiquitin-like modifier activating enzym...",7,0,0.06,681,"1.00000","1.00000","1.00000","",""
"GO:0008649","rRNA methyltransferase activity",16,0,0.14,682,"1.00000","1.00000","1.00000","",""
"GO:0008656","cysteine-type endopeptidase activator ac...",3,0,0.03,683,"1.00000","1.00000","1.00000","",""
"GO:0008865","fructokinase activity",4,0,0.03,684,"1.00000","1.00000","1.00000","",""
"GO:0008887","glycerate kinase activity",4,0,0.03,685,"1.00000","1.00000","1.00000","",""
"GO:0008934","inositol monophosphate 1-phosphatase act...",6,0,0.05,686,"1.00000","1.00000","1.00000","",""
"GO:0008946","oligonucleotidase activity",4,0,0.03,687,"1.00000","1.00000","1.00000","",""
"GO:0009008","DNA-methyltransferase activity",3,0,0.03,688,"1.00000","1.00000","1.00000","",""
"GO:0009041","uridylate kinase activity",3,0,0.03,689,"1.00000","1.00000","1.00000","",""
"GO:0009055","electron transfer activity",52,0,0.45,690,"1.00000","1.00000","1.00000","",""
"GO:0009378","four-way junction helicase activity",6,0,0.05,691,"1.00000","1.00000","1.00000","",""
"GO:0009881","photoreceptor activity",20,0,0.17,692,"1.00000","1.00000","1.00000","",""
"GO:0009922","fatty acid elongase activity",9,0,0.08,693,"1.00000","1.00000","1.00000","",""
