"GO.ID","Term","Annotated","Significant","Expected","Rank in result2","result1","result2","result3","GenesInTermAndTest","GenesInTermAndTest_eggNogName"
"GO:0019773","proteasome core complex, alpha-subunit c...",7,0,0.06,448,"1.00000","1.00000","1.00000","",""
"GO:0019774","proteasome core complex, beta-subunit co...",8,0,0.06,449,"1.00000","1.00000","1.00000","",""
"GO:0019867","outer membrane",41,0,0.33,450,"1.00000","1.00000","1.00000","",""
"GO:0019897","extrinsic component of plasma membrane",59,0,0.47,451,"1.00000","1.00000","1.00000","",""
"GO:0019908","nuclear cyclin-dependent protein kinase ...",5,0,0.04,452,"1.00000","1.00000","1.00000","",""
"GO:0022624","proteasome accessory complex",28,0,0.22,453,"1.00000","1.00000","1.00000","",""
"GO:0022625","cytosolic large ribosomal subunit",81,0,0.65,454,"1.00000","1.00000","1.00000","",""
"GO:0022626","cytosolic ribosome",137,0,1.09,455,"1.00000","1.00000","1.00000","",""
"GO:0022627","cytosolic small ribosomal subunit",54,0,0.43,456,"1.00000","1.00000","1.00000","",""
"GO:0030008","TRAPP complex",23,0,0.18,457,"1.00000","1.00000","1.00000","",""
"GO:0030014","CCR4-NOT complex",16,0,0.13,458,"1.00000","1.00000","1.00000","",""
"GO:0030015","CCR4-NOT core complex",7,0,0.06,459,"1.00000","1.00000","1.00000","",""
"GO:0030016","myofibril",105,0,0.84,460,"1.00000","1.00000","1.00000","",""
"GO:0030017","sarcomere",97,0,0.77,461,"1.00000","1.00000","1.00000","",""
"GO:0030018","Z disc",75,0,0.6,462,"1.00000","1.00000","1.00000","",""
"GO:0030027","lamellipodium",10,0,0.08,463,"1.00000","1.00000","1.00000","",""
"GO:0030055","cell-substrate junction",64,0,0.51,464,"1.00000","1.00000","1.00000","",""
"GO:0030062","mitochondrial tricarboxylic acid cycle e...",9,0,0.07,465,"1.00000","1.00000","1.00000","",""
"GO:0030117","membrane coat",43,0,0.34,466,"1.00000","1.00000","1.00000","",""
"GO:0030118","clathrin coat",16,0,0.13,467,"1.00000","1.00000","1.00000","",""
"GO:0030119","AP-type membrane coat adaptor complex",18,0,0.14,468,"1.00000","1.00000","1.00000","",""
"GO:0030120","vesicle coat",37,0,0.29,469,"1.00000","1.00000","1.00000","",""
"GO:0030121","AP-1 adaptor complex",6,0,0.05,470,"1.00000","1.00000","1.00000","",""
"GO:0030122","AP-2 adaptor complex",8,0,0.06,471,"1.00000","1.00000","1.00000","",""
"GO:0030123","AP-3 adaptor complex",5,0,0.04,472,"1.00000","1.00000","1.00000","",""
"GO:0030125","clathrin vesicle coat",15,0,0.12,473,"1.00000","1.00000","1.00000","",""
"GO:0030126","COPI vesicle coat",11,0,0.09,474,"1.00000","1.00000","1.00000","",""
"GO:0030127","COPII vesicle coat",11,0,0.09,475,"1.00000","1.00000","1.00000","",""
"GO:0030128","clathrin coat of endocytic vesicle",8,0,0.06,476,"1.00000","1.00000","1.00000","",""
"GO:0030130","clathrin coat of trans-Golgi network ves...",6,0,0.05,477,"1.00000","1.00000","1.00000","",""
"GO:0030131","clathrin adaptor complex",13,0,0.1,478,"1.00000","1.00000","1.00000","",""
"GO:0030132","clathrin coat of coated pit",10,0,0.08,479,"1.00000","1.00000","1.00000","",""
"GO:0030133","transport vesicle",112,0,0.89,480,"1.00000","1.00000","1.00000","",""
"GO:0030134","COPII-coated ER to Golgi transport vesic...",22,0,0.18,481,"1.00000","1.00000","1.00000","",""
"GO:0030135","coated vesicle",65,0,0.52,482,"1.00000","1.00000","1.00000","",""
"GO:0030136","clathrin-coated vesicle",30,0,0.24,483,"1.00000","1.00000","1.00000","",""
"GO:0030137","COPI-coated vesicle",11,0,0.09,484,"1.00000","1.00000","1.00000","",""
"GO:0030139","endocytic vesicle",36,0,0.29,485,"1.00000","1.00000","1.00000","",""
"GO:0030140","trans-Golgi network transport vesicle",10,0,0.08,486,"1.00000","1.00000","1.00000","",""
"GO:0030173","integral component of Golgi membrane",16,0,0.13,487,"1.00000","1.00000","1.00000","",""
"GO:0030175","filopodium",12,0,0.1,488,"1.00000","1.00000","1.00000","",""
"GO:0030176","integral component of endoplasmic reticu...",60,0,0.48,489,"1.00000","1.00000","1.00000","",""
"GO:0030285","integral component of synaptic vesicle m...",13,0,0.1,490,"1.00000","1.00000","1.00000","",""
"GO:0030286","dynein complex",67,0,0.53,491,"1.00000","1.00000","1.00000","",""
"GO:0030289","protein phosphatase 4 complex",5,0,0.04,492,"1.00000","1.00000","1.00000","",""
"GO:0030312","external encapsulating structure",11,0,0.09,493,"1.00000","1.00000","1.00000","",""
"GO:0030315","T-tubule",4,0,0.03,494,"1.00000","1.00000","1.00000","",""
"GO:0030425","dendrite",153,0,1.22,495,"1.00000","1.00000","1.00000","",""
"GO:0030426","growth cone",38,0,0.3,496,"1.00000","1.00000","1.00000","",""
"GO:0030427","site of polarized growth",39,0,0.31,497,"1.00000","1.00000","1.00000","",""
"GO:0030496","midbody",37,0,0.29,498,"1.00000","1.00000","1.00000","",""
"GO:0030532","small nuclear ribonucleoprotein complex",87,0,0.69,499,"1.00000","1.00000","1.00000","",""
"GO:0030658","transport vesicle membrane",40,0,0.32,500,"1.00000","1.00000","1.00000","",""
"GO:0030660","Golgi-associated vesicle membrane",35,0,0.28,501,"1.00000","1.00000","1.00000","",""
"GO:0030662","coated vesicle membrane",42,0,0.33,502,"1.00000","1.00000","1.00000","",""
"GO:0030663","COPI-coated vesicle membrane",11,0,0.09,503,"1.00000","1.00000","1.00000","",""
"GO:0030665","clathrin-coated vesicle membrane",15,0,0.12,504,"1.00000","1.00000","1.00000","",""
"GO:0030666","endocytic vesicle membrane",10,0,0.08,505,"1.00000","1.00000","1.00000","",""
"GO:0030669","clathrin-coated endocytic vesicle membra...",8,0,0.06,506,"1.00000","1.00000","1.00000","",""
"GO:0030672","synaptic vesicle membrane",16,0,0.13,507,"1.00000","1.00000","1.00000","",""
"GO:0030673","axolemma",3,0,0.02,508,"1.00000","1.00000","1.00000","",""
"GO:0030677","ribonuclease P complex",15,0,0.12,509,"1.00000","1.00000","1.00000","",""
"GO:0030678","mitochondrial ribonuclease P complex",7,0,0.06,510,"1.00000","1.00000","1.00000","",""
"GO:0030681","multimeric ribonuclease P complex",10,0,0.08,511,"1.00000","1.00000","1.00000","",""
"GO:0030684","preribosome",101,0,0.81,512,"1.00000","1.00000","1.00000","",""
"GO:0030686","90S preribosome",47,0,0.37,513,"1.00000","1.00000","1.00000","",""
"GO:0030687","preribosome, large subunit precursor",26,0,0.21,514,"1.00000","1.00000","1.00000","",""
"GO:0030688","preribosome, small subunit precursor",9,0,0.07,515,"1.00000","1.00000","1.00000","",""
"GO:0030689","Noc complex",4,0,0.03,516,"1.00000","1.00000","1.00000","",""
"GO:0030863","cortical cytoskeleton",42,0,0.33,517,"1.00000","1.00000","1.00000","",""
"GO:0030864","cortical actin cytoskeleton",22,0,0.18,518,"1.00000","1.00000","1.00000","",""
"GO:0030867","rough endoplasmic reticulum membrane",7,0,0.06,519,"1.00000","1.00000","1.00000","",""
"GO:0030870","Mre11 complex",4,0,0.03,520,"1.00000","1.00000","1.00000","",""
"GO:0030877","beta-catenin destruction complex",3,0,0.02,521,"1.00000","1.00000","1.00000","",""
"GO:0030880","RNA polymerase complex",164,0,1.31,522,"1.00000","1.00000","1.00000","",""
"GO:0030891","VCB complex",4,0,0.03,523,"1.00000","1.00000","1.00000","",""
"GO:0030894","replisome",13,0,0.1,524,"1.00000","1.00000","1.00000","",""
"GO:0030896","checkpoint clamp complex",6,0,0.05,525,"1.00000","1.00000","1.00000","",""
"GO:0030897","HOPS complex",13,0,0.1,526,"1.00000","1.00000","1.00000","",""
"GO:0030904","retromer complex",11,0,0.09,527,"1.00000","1.00000","1.00000","",""
"GO:0030905","retromer, tubulation complex",3,0,0.02,528,"1.00000","1.00000","1.00000","",""
"GO:0030906","retromer, cargo-selective complex",7,0,0.06,529,"1.00000","1.00000","1.00000","",""
"GO:0030915","Smc5-Smc6 complex",13,0,0.1,530,"1.00000","1.00000","1.00000","",""
"GO:0030956","glutamyl-tRNA(Gln) amidotransferase comp...",3,0,0.02,531,"1.00000","1.00000","1.00000","",""
"GO:0030964","NADH dehydrogenase complex",48,0,0.38,532,"1.00000","1.00000","1.00000","",""
"GO:0030990","intraciliary transport particle",24,0,0.19,533,"1.00000","1.00000","1.00000","",""
"GO:0030991","intraciliary transport particle A",9,0,0.07,534,"1.00000","1.00000","1.00000","",""
"GO:0030992","intraciliary transport particle B",15,0,0.12,535,"1.00000","1.00000","1.00000","",""
"GO:0031010","ISWI-type complex",19,0,0.15,536,"1.00000","1.00000","1.00000","",""
"GO:0031011","Ino80 complex",10,0,0.08,537,"1.00000","1.00000","1.00000","",""
"GO:0031080","nuclear pore outer ring",10,0,0.08,538,"1.00000","1.00000","1.00000","",""
"GO:0031082","BLOC complex",18,0,0.14,539,"1.00000","1.00000","1.00000","",""
"GO:0031083","BLOC-1 complex",10,0,0.08,540,"1.00000","1.00000","1.00000","",""
"GO:0031084","BLOC-2 complex",3,0,0.02,541,"1.00000","1.00000","1.00000","",""
"GO:0031085","BLOC-3 complex",5,0,0.04,542,"1.00000","1.00000","1.00000","",""
"GO:0031105","septin complex",6,0,0.05,543,"1.00000","1.00000","1.00000","",""
"GO:0031201","SNARE complex",21,0,0.17,544,"1.00000","1.00000","1.00000","",""
"GO:0031209","SCAR complex",8,0,0.06,545,"1.00000","1.00000","1.00000","",""
"GO:0031227","intrinsic component of endoplasmic retic...",65,0,0.52,546,"1.00000","1.00000","1.00000","",""
"GO:0031228","intrinsic component of Golgi membrane",18,0,0.14,547,"1.00000","1.00000","1.00000","",""
"GO:0031231","intrinsic component of peroxisomal membr...",5,0,0.04,548,"1.00000","1.00000","1.00000","",""
"GO:0031233","intrinsic component of external side of ...",5,0,0.04,549,"1.00000","1.00000","1.00000","",""
"GO:0031234","extrinsic component of cytoplasmic side ...",38,0,0.3,550,"1.00000","1.00000","1.00000","",""
"GO:0031235","intrinsic component of the cytoplasmic s...",9,0,0.07,551,"1.00000","1.00000","1.00000","",""
"GO:0031248","protein acetyltransferase complex",96,0,0.77,552,"1.00000","1.00000","1.00000","",""
"GO:0031252","cell leading edge",67,0,0.53,553,"1.00000","1.00000","1.00000","",""
"GO:0031253","cell projection membrane",51,0,0.41,554,"1.00000","1.00000","1.00000","",""
"GO:0031254","cell trailing edge",5,0,0.04,555,"1.00000","1.00000","1.00000","",""
"GO:0031256","leading edge membrane",32,0,0.26,556,"1.00000","1.00000","1.00000","",""
"GO:0031261","DNA replication preinitiation complex",10,0,0.08,557,"1.00000","1.00000","1.00000","",""
"GO:0031298","replication fork protection complex",12,0,0.1,558,"1.00000","1.00000","1.00000","",""
"GO:0031300","intrinsic component of organelle membran...",130,0,1.04,559,"1.00000","1.00000","1.00000","",""
"GO:0031301","integral component of organelle membrane",125,0,1,560,"1.00000","1.00000","1.00000","",""
"GO:0031304","intrinsic component of mitochondrial inn...",16,0,0.13,561,"1.00000","1.00000","1.00000","",""
"GO:0031305","integral component of mitochondrial inne...",16,0,0.13,562,"1.00000","1.00000","1.00000","",""
"GO:0031306","intrinsic component of mitochondrial out...",10,0,0.08,563,"1.00000","1.00000","1.00000","",""
"GO:0031307","integral component of mitochondrial oute...",8,0,0.06,564,"1.00000","1.00000","1.00000","",""
"GO:0031312","extrinsic component of organelle membran...",6,0,0.05,565,"1.00000","1.00000","1.00000","",""
"GO:0031332","RNAi effector complex",10,0,0.08,566,"1.00000","1.00000","1.00000","",""
"GO:0031362","anchored component of external side of p...",3,0,0.02,567,"1.00000","1.00000","1.00000","",""
"GO:0031371","ubiquitin conjugating enzyme complex",3,0,0.02,568,"1.00000","1.00000","1.00000","",""
"GO:0031390","Ctf18 RFC-like complex",4,0,0.03,569,"1.00000","1.00000","1.00000","",""
"GO:0031391","Elg1 RFC-like complex",6,0,0.05,570,"1.00000","1.00000","1.00000","",""
"GO:0031395","bursicon neuropeptide hormone complex",4,0,0.03,571,"1.00000","1.00000","1.00000","",""
"GO:0031414","N-terminal protein acetyltransferase com...",11,0,0.09,572,"1.00000","1.00000","1.00000","",""
"GO:0031415","NatA complex",4,0,0.03,573,"1.00000","1.00000","1.00000","",""
"GO:0031416","NatB complex",3,0,0.02,574,"1.00000","1.00000","1.00000","",""
"GO:0031417","NatC complex",4,0,0.03,575,"1.00000","1.00000","1.00000","",""
"GO:0031428","box C/D snoRNP complex",11,0,0.09,576,"1.00000","1.00000","1.00000","",""
"GO:0031429","box H/ACA snoRNP complex",7,0,0.06,577,"1.00000","1.00000","1.00000","",""
"GO:0031430","M band",32,0,0.26,578,"1.00000","1.00000","1.00000","",""
"GO:0031461","cullin-RING ubiquitin ligase complex",126,0,1,579,"1.00000","1.00000","1.00000","",""
"GO:0031462","Cul2-RING ubiquitin ligase complex",7,0,0.06,580,"1.00000","1.00000","1.00000","",""
"GO:0031463","Cul3-RING ubiquitin ligase complex",24,0,0.19,581,"1.00000","1.00000","1.00000","",""
"GO:0031466","Cul5-RING ubiquitin ligase complex",7,0,0.06,582,"1.00000","1.00000","1.00000","",""
"GO:0031467","Cul7-RING ubiquitin ligase complex",3,0,0.02,583,"1.00000","1.00000","1.00000","",""
"GO:0031475","myosin V complex",6,0,0.05,584,"1.00000","1.00000","1.00000","",""
"GO:0031476","myosin VI complex",6,0,0.05,585,"1.00000","1.00000","1.00000","",""
"GO:0031477","myosin VII complex",3,0,0.02,586,"1.00000","1.00000","1.00000","",""
"GO:0031501","mannosyltransferase complex",3,0,0.02,587,"1.00000","1.00000","1.00000","",""
"GO:0031514","motile cilium",20,0,0.16,588,"1.00000","1.00000","1.00000","",""
"GO:0031519","PcG protein complex",33,0,0.26,589,"1.00000","1.00000","1.00000","",""
"GO:0031523","Myb complex",17,0,0.14,590,"1.00000","1.00000","1.00000","",""
"GO:0031526","brush border membrane",3,0,0.02,591,"1.00000","1.00000","1.00000","",""
"GO:0031528","microvillus membrane",9,0,0.07,592,"1.00000","1.00000","1.00000","",""
"GO:0031595","nuclear proteasome complex",10,0,0.08,593,"1.00000","1.00000","1.00000","",""
"GO:0031597","cytosolic proteasome complex",11,0,0.09,594,"1.00000","1.00000","1.00000","",""
"GO:0031616","spindle pole centrosome",9,0,0.07,595,"1.00000","1.00000","1.00000","",""
"GO:0031618","nuclear pericentric heterochromatin",3,0,0.02,596,"1.00000","1.00000","1.00000","",""
"GO:0031672","A band",46,0,0.37,597,"1.00000","1.00000","1.00000","",""
"GO:0031673","H zone",7,0,0.06,598,"1.00000","1.00000","1.00000","",""
"GO:0031674","I band",75,0,0.6,599,"1.00000","1.00000","1.00000","",""
"GO:0031901","early endosome membrane",4,0,0.03,600,"1.00000","1.00000","1.00000","",""
"GO:0031902","late endosome membrane",22,0,0.18,601,"1.00000","1.00000","1.00000","",""
"GO:0031903","microbody membrane",25,0,0.2,602,"1.00000","1.00000","1.00000","",""
"GO:0031931","TORC1 complex",5,0,0.04,603,"1.00000","1.00000","1.00000","",""
"GO:0031932","TORC2 complex",6,0,0.05,604,"1.00000","1.00000","1.00000","",""
"GO:0031965","nuclear membrane",35,0,0.28,605,"1.00000","1.00000","1.00000","",""
"GO:0031968","organelle outer membrane",41,0,0.33,606,"1.00000","1.00000","1.00000","",""
"GO:0031970","organelle envelope lumen",26,0,0.21,607,"1.00000","1.00000","1.00000","",""
"GO:0031985","Golgi cisterna",46,0,0.37,608,"1.00000","1.00000","1.00000","",""
"GO:0032021","NELF complex",6,0,0.05,609,"1.00000","1.00000","1.00000","",""
"GO:0032039","integrator complex",27,0,0.22,610,"1.00000","1.00000","1.00000","",""
"GO:0032040","small-subunit processome",52,0,0.41,611,"1.00000","1.00000","1.00000","",""
"GO:0032044","DSIF complex",5,0,0.04,612,"1.00000","1.00000","1.00000","",""
"GO:0032116","SMC loading complex",3,0,0.02,613,"1.00000","1.00000","1.00000","",""
"GO:0032133","chromosome passenger complex",7,0,0.06,614,"1.00000","1.00000","1.00000","",""
"GO:0032153","cell division site",56,0,0.45,615,"1.00000","1.00000","1.00000","",""
"GO:0032154","cleavage furrow",50,0,0.4,616,"1.00000","1.00000","1.00000","",""
"GO:0032156","septin cytoskeleton",8,0,0.06,617,"1.00000","1.00000","1.00000","",""
"GO:0032279","asymmetric synapse",12,0,0.1,618,"1.00000","1.00000","1.00000","",""
"GO:0032281","AMPA glutamate receptor complex",3,0,0.02,619,"1.00000","1.00000","1.00000","",""
"GO:0032300","mismatch repair complex",6,0,0.05,620,"1.00000","1.00000","1.00000","",""
"GO:0032301","MutSalpha complex",3,0,0.02,621,"1.00000","1.00000","1.00000","",""
"GO:0032389","MutLalpha complex",3,0,0.02,622,"1.00000","1.00000","1.00000","",""
"GO:0032432","actin filament bundle",4,0,0.03,623,"1.00000","1.00000","1.00000","",""
"GO:0032433","filopodium tip",3,0,0.02,624,"1.00000","1.00000","1.00000","",""
"GO:0032545","CURI complex",4,0,0.03,625,"1.00000","1.00000","1.00000","",""
"GO:0032589","neuron projection membrane",30,0,0.24,626,"1.00000","1.00000","1.00000","",""
"GO:0032590","dendrite membrane",21,0,0.17,627,"1.00000","1.00000","1.00000","",""
"GO:0032592","integral component of mitochondrial memb...",28,0,0.22,628,"1.00000","1.00000","1.00000","",""
"GO:0032783","super elongation complex",12,0,0.1,629,"1.00000","1.00000","1.00000","",""
"GO:0032797","SMN complex",6,0,0.05,630,"1.00000","1.00000","1.00000","",""
"GO:0032806","carboxy-terminal domain protein kinase c...",21,0,0.17,631,"1.00000","1.00000","1.00000","",""
"GO:0032809","neuronal cell body membrane",3,0,0.02,632,"1.00000","1.00000","1.00000","",""
"GO:0032838","plasma membrane bounded cell projection ...",86,0,0.69,633,"1.00000","1.00000","1.00000","",""
"GO:0032982","myosin filament",7,0,0.06,634,"1.00000","1.00000","1.00000","",""
"GO:0032992","protein-carbohydrate complex",3,0,0.02,635,"1.00000","1.00000","1.00000","",""
"GO:0032993","protein-DNA complex",31,0,0.25,636,"1.00000","1.00000","1.00000","",""
"GO:0033061","DNA recombinase mediator complex",6,0,0.05,637,"1.00000","1.00000","1.00000","",""
"GO:0033063","Rad51B-Rad51C-Rad51D-XRCC2 complex",6,0,0.05,638,"1.00000","1.00000","1.00000","",""
"GO:0033177","proton-transporting two-sector ATPase co...",19,0,0.15,639,"1.00000","1.00000","1.00000","",""
"GO:0033179","proton-transporting V-type ATPase, V0 do...",10,0,0.08,640,"1.00000","1.00000","1.00000","",""
"GO:0033180","proton-transporting V-type ATPase, V1 do...",13,0,0.1,641,"1.00000","1.00000","1.00000","",""
"GO:0033186","CAF-1 complex",5,0,0.04,642,"1.00000","1.00000","1.00000","",""
"GO:0033202","DNA helicase complex",10,0,0.08,643,"1.00000","1.00000","1.00000","",""
"GO:0033263","CORVET complex",14,0,0.11,644,"1.00000","1.00000","1.00000","",""
"GO:0033503","HULC complex",3,0,0.02,645,"1.00000","1.00000","1.00000","",""
"GO:0033557","Slx1-Slx4 complex",4,0,0.03,646,"1.00000","1.00000","1.00000","",""
"GO:0033565","ESCRT-0 complex",3,0,0.02,647,"1.00000","1.00000","1.00000","",""
"GO:0033583","rhabdomere membrane",9,0,0.07,648,"1.00000","1.00000","1.00000","",""
"GO:0033596","TSC1-TSC2 complex",6,0,0.05,649,"1.00000","1.00000","1.00000","",""
"GO:0034045","phagophore assembly site membrane",10,0,0.08,650,"1.00000","1.00000","1.00000","",""
"GO:0034271","phosphatidylinositol 3-kinase complex, c...",7,0,0.06,651,"1.00000","1.00000","1.00000","",""
"GO:0034272","phosphatidylinositol 3-kinase complex, c...",5,0,0.04,652,"1.00000","1.00000","1.00000","",""
"GO:0034274","Atg12-Atg5-Atg16 complex",7,0,0.06,653,"1.00000","1.00000","1.00000","",""
"GO:0034388","Pwp2p-containing subcomplex of 90S preri...",10,0,0.08,654,"1.00000","1.00000","1.00000","",""
"GO:0034399","nuclear periphery",51,0,0.41,655,"1.00000","1.00000","1.00000","",""
"GO:0034448","EGO complex",4,0,0.03,656,"1.00000","1.00000","1.00000","",""
"GO:0034455","t-UTP complex",3,0,0.02,657,"1.00000","1.00000","1.00000","",""
"GO:0034456","UTP-C complex",4,0,0.03,658,"1.00000","1.00000","1.00000","",""
"GO:0034457","Mpp10 complex",4,0,0.03,659,"1.00000","1.00000","1.00000","",""
"GO:0034464","BBSome",12,0,0.1,660,"1.00000","1.00000","1.00000","",""
"GO:0034515","proteasome storage granule",3,0,0.02,661,"1.00000","1.00000","1.00000","",""
"GO:0034518","RNA cap binding complex",7,0,0.06,662,"1.00000","1.00000","1.00000","",""
"GO:0034657","GID complex",3,0,0.02,663,"1.00000","1.00000","1.00000","",""
"GO:0034693","U11/U12 snRNP",3,0,0.02,664,"1.00000","1.00000","1.00000","",""
"GO:0034702","ion channel complex",77,0,0.61,665,"1.00000","1.00000","1.00000","",""
"GO:0034703","cation channel complex",58,0,0.46,666,"1.00000","1.00000","1.00000","",""
"GO:0034704","calcium channel complex",13,0,0.1,667,"1.00000","1.00000","1.00000","",""
"GO:0034705","potassium channel complex",19,0,0.15,668,"1.00000","1.00000","1.00000","",""
"GO:0034707","chloride channel complex",3,0,0.02,669,"1.00000","1.00000","1.00000","",""
"GO:0034708","methyltransferase complex",58,0,0.46,670,"1.00000","1.00000","1.00000","",""
"GO:0034715","pICln-Sm protein complex",3,0,0.02,671,"1.00000","1.00000","1.00000","",""
"GO:0034719","SMN-Sm protein complex",10,0,0.08,672,"1.00000","1.00000","1.00000","",""
"GO:0034751","aryl hydrocarbon receptor complex",4,0,0.03,673,"1.00000","1.00000","1.00000","",""
"GO:0034753","nuclear aryl hydrocarbon receptor comple...",4,0,0.03,674,"1.00000","1.00000","1.00000","",""
"GO:0035003","subapical complex",26,0,0.21,675,"1.00000","1.00000","1.00000","",""
"GO:0035032","phosphatidylinositol 3-kinase complex, c...",7,0,0.06,676,"1.00000","1.00000","1.00000","",""
"GO:0035060","brahma complex",15,0,0.12,677,"1.00000","1.00000","1.00000","",""
"GO:0035062","omega speckle",9,0,0.07,678,"1.00000","1.00000","1.00000","",""
"GO:0035097","histone methyltransferase complex",46,0,0.37,679,"1.00000","1.00000","1.00000","",""
"GO:0035098","ESC/E(Z) complex",16,0,0.13,680,"1.00000","1.00000","1.00000","",""
"GO:0035101","FACT complex",3,0,0.02,681,"1.00000","1.00000","1.00000","",""
"GO:0035102","PRC1 complex",8,0,0.06,682,"1.00000","1.00000","1.00000","",""
"GO:0035145","exon-exon junction complex",12,0,0.1,683,"1.00000","1.00000","1.00000","",""
"GO:0035182","female germline ring canal outer rim",3,0,0.02,684,"1.00000","1.00000","1.00000","",""
"GO:0035183","female germline ring canal inner rim",10,0,0.08,685,"1.00000","1.00000","1.00000","",""
"GO:0035189","Rb-E2F complex",3,0,0.02,686,"1.00000","1.00000","1.00000","",""
"GO:0035253","ciliary rootlet",6,0,0.05,687,"1.00000","1.00000","1.00000","",""
"GO:0035267","NuA4 histone acetyltransferase complex",24,0,0.19,688,"1.00000","1.00000","1.00000","",""
"GO:0035301","Hedgehog signaling complex",5,0,0.04,689,"1.00000","1.00000","1.00000","",""
"GO:0035323","male germline ring canal",14,0,0.11,690,"1.00000","1.00000","1.00000","",""
"GO:0035324","female germline ring canal",23,0,0.18,691,"1.00000","1.00000","1.00000","",""
"GO:0035327","transcriptionally active chromatin",41,0,0.33,692,"1.00000","1.00000","1.00000","",""
"GO:0035363","histone locus body",16,0,0.13,693,"1.00000","1.00000","1.00000","",""
"GO:0035371","microtubule plus-end",10,0,0.08,694,"1.00000","1.00000","1.00000","",""
"GO:0035658","Mon1-Ccz1 complex",3,0,0.02,695,"1.00000","1.00000","1.00000","",""
"GO:0035770","ribonucleoprotein granule",99,0,0.79,696,"1.00000","1.00000","1.00000","",""
"GO:0035805","egg coat",3,0,0.02,697,"1.00000","1.00000","1.00000","",""
"GO:0035859","Seh1-associated complex",11,0,0.09,698,"1.00000","1.00000","1.00000","",""
"GO:0035869","ciliary transition zone",13,0,0.1,699,"1.00000","1.00000","1.00000","",""
"GO:0035996","rhabdomere microvillus",9,0,0.07,700,"1.00000","1.00000","1.00000","",""
"GO:0035997","rhabdomere microvillus membrane",5,0,0.04,701,"1.00000","1.00000","1.00000","",""
"GO:0036038","MKS complex",8,0,0.06,702,"1.00000","1.00000","1.00000","",""
"GO:0036056","filtration diaphragm",7,0,0.06,703,"1.00000","1.00000","1.00000","",""
"GO:0036063","acroblast",10,0,0.08,704,"1.00000","1.00000","1.00000","",""
"GO:0036064","ciliary basal body",24,0,0.19,705,"1.00000","1.00000","1.00000","",""
"GO:0036125","fatty acid beta-oxidation multienzyme co...",3,0,0.02,706,"1.00000","1.00000","1.00000","",""
"GO:0036126","sperm flagellum",11,0,0.09,707,"1.00000","1.00000","1.00000","",""
"GO:0036156","inner dynein arm",21,0,0.17,708,"1.00000","1.00000","1.00000","",""
"GO:0036157","outer dynein arm",27,0,0.22,709,"1.00000","1.00000","1.00000","",""
"GO:0036375","Kibra-Ex-Mer complex",3,0,0.02,710,"1.00000","1.00000","1.00000","",""
"GO:0036379","myofilament",16,0,0.13,711,"1.00000","1.00000","1.00000","",""
"GO:0036387","pre-replicative complex",4,0,0.03,712,"1.00000","1.00000","1.00000","",""
"GO:0036396","RNA N6-methyladenosine methyltransferase...",7,0,0.06,713,"1.00000","1.00000","1.00000","",""
"GO:0036452","ESCRT complex",28,0,0.22,714,"1.00000","1.00000","1.00000","",""
"GO:0036464","cytoplasmic ribonucleoprotein granule",97,0,0.77,715,"1.00000","1.00000","1.00000","",""
"GO:0036477","somatodendritic compartment",243,0,1.94,716,"1.00000","1.00000","1.00000","",""
"GO:0038037","G protein-coupled receptor dimeric compl...",6,0,0.05,717,"1.00000","1.00000","1.00000","",""
"GO:0038039","G protein-coupled receptor heterodimeric...",4,0,0.03,718,"1.00000","1.00000","1.00000","",""
"GO:0038201","TOR complex",8,0,0.06,719,"1.00000","1.00000","1.00000","",""
"GO:0042175","nuclear outer membrane-endoplasmic retic...",186,0,1.48,720,"1.00000","1.00000","1.00000","",""
"GO:0042383","sarcolemma",11,0,0.09,721,"1.00000","1.00000","1.00000","",""
"GO:0042470","melanosome",4,0,0.03,722,"1.00000","1.00000","1.00000","",""
"GO:0042575","DNA polymerase complex",19,0,0.15,723,"1.00000","1.00000","1.00000","",""
"GO:0042585","germinal vesicle",11,0,0.09,724,"1.00000","1.00000","1.00000","",""
"GO:0042600","egg chorion",8,0,0.06,725,"1.00000","1.00000","1.00000","",""
"GO:0042641","actomyosin",5,0,0.04,726,"1.00000","1.00000","1.00000","",""
"GO:0042645","mitochondrial nucleoid",4,0,0.03,727,"1.00000","1.00000","1.00000","",""
"GO:0042709","succinate-CoA ligase complex",7,0,0.06,728,"1.00000","1.00000","1.00000","",""
"GO:0042719","mitochondrial intermembrane space protei...",7,0,0.06,729,"1.00000","1.00000","1.00000","",""
"GO:0042720","mitochondrial inner membrane peptidase c...",3,0,0.02,730,"1.00000","1.00000","1.00000","",""
"GO:0042765","GPI-anchor transamidase complex",4,0,0.03,731,"1.00000","1.00000","1.00000","",""
"GO:0042788","polysomal ribosome",8,0,0.06,732,"1.00000","1.00000","1.00000","",""
"GO:0043025","neuronal cell body",141,0,1.12,733,"1.00000","1.00000","1.00000","",""
"GO:0043034","costamere",7,0,0.06,734,"1.00000","1.00000","1.00000","",""
"GO:0043073","germ cell nucleus",18,0,0.14,735,"1.00000","1.00000","1.00000","",""
"GO:0043083","synaptic cleft",9,0,0.07,736,"1.00000","1.00000","1.00000","",""
"GO:0043186","P granule",54,0,0.43,737,"1.00000","1.00000","1.00000","",""
"GO:0043189","H4/H2A histone acetyltransferase complex",24,0,0.19,738,"1.00000","1.00000","1.00000","",""
