"GO.ID","Term","Annotated","Significant","Expected","Rank in result2","result1","result2","result3","GenesInTermAndTest","GenesInTermAndTest_eggNogName"
"GO:0010508","positive regulation of autophagy",38,0,0.31,2068,"1.00000","1.00000","1.00000","",""
"GO:0010517","regulation of phospholipase activity",3,0,0.02,2069,"1.00000","1.00000","1.00000","",""
"GO:0010518","positive regulation of phospholipase act...",3,0,0.02,2070,"1.00000","1.00000","1.00000","",""
"GO:0010522","regulation of calcium ion transport into...",5,0,0.04,2071,"1.00000","1.00000","1.00000","",""
"GO:0010524","positive regulation of calcium ion trans...",3,0,0.02,2072,"1.00000","1.00000","1.00000","",""
"GO:0010525","regulation of transposition, RNA-mediate...",4,0,0.03,2073,"1.00000","1.00000","1.00000","",""
"GO:0010526","negative regulation of transposition, RN...",4,0,0.03,2074,"1.00000","1.00000","1.00000","",""
"GO:0010528","regulation of transposition",30,0,0.24,2075,"1.00000","1.00000","1.00000","",""
"GO:0010529","negative regulation of transposition",27,0,0.22,2076,"1.00000","1.00000","1.00000","",""
"GO:0010530","positive regulation of transposition",3,0,0.02,2077,"1.00000","1.00000","1.00000","",""
"GO:0010557","positive regulation of macromolecule bio...",614,0,4.96,2078,"1.00000","1.00000","1.00000","",""
"GO:0010559","regulation of glycoprotein biosynthetic ...",6,0,0.05,2079,"1.00000","1.00000","1.00000","",""
"GO:0010560","positive regulation of glycoprotein bios...",3,0,0.02,2080,"1.00000","1.00000","1.00000","",""
"GO:0010563","negative regulation of phosphorus metabo...",117,0,0.95,2081,"1.00000","1.00000","1.00000","",""
"GO:0010564","regulation of cell cycle process",220,0,1.78,2082,"1.00000","1.00000","1.00000","",""
"GO:0010565","regulation of cellular ketone metabolic ...",18,0,0.15,2083,"1.00000","1.00000","1.00000","",""
"GO:0010566","regulation of ketone biosynthetic proces...",6,0,0.05,2084,"1.00000","1.00000","1.00000","",""
"GO:0010569","regulation of double-strand break repair...",6,0,0.05,2085,"1.00000","1.00000","1.00000","",""
"GO:0010586","miRNA metabolic process",11,0,0.09,2086,"1.00000","1.00000","1.00000","",""
"GO:0010587","miRNA catabolic process",6,0,0.05,2087,"1.00000","1.00000","1.00000","",""
"GO:0010591","regulation of lamellipodium assembly",27,0,0.22,2088,"1.00000","1.00000","1.00000","",""
"GO:0010592","positive regulation of lamellipodium ass...",16,0,0.13,2089,"1.00000","1.00000","1.00000","",""
"GO:0010603","regulation of cytoplasmic mRNA processin...",8,0,0.06,2090,"1.00000","1.00000","1.00000","",""
"GO:0010606","positive regulation of cytoplasmic mRNA ...",3,0,0.02,2091,"1.00000","1.00000","1.00000","",""
"GO:0010608","posttranscriptional regulation of gene e...",257,0,2.08,2092,"1.00000","1.00000","1.00000","",""
"GO:0010623","programmed cell death involved in cell d...",162,0,1.31,2093,"1.00000","1.00000","1.00000","",""
"GO:0010628","positive regulation of gene expression",646,0,5.22,2094,"1.00000","1.00000","1.00000","",""
"GO:0010632","regulation of epithelial cell migration",19,0,0.15,2095,"1.00000","1.00000","1.00000","",""
"GO:0010633","negative regulation of epithelial cell m...",3,0,0.02,2096,"1.00000","1.00000","1.00000","",""
"GO:0010634","positive regulation of epithelial cell m...",3,0,0.02,2097,"1.00000","1.00000","1.00000","",""
"GO:0010635","regulation of mitochondrial fusion",11,0,0.09,2098,"1.00000","1.00000","1.00000","",""
"GO:0010636","positive regulation of mitochondrial fus...",5,0,0.04,2099,"1.00000","1.00000","1.00000","",""
"GO:0010637","negative regulation of mitochondrial fus...",4,0,0.03,2100,"1.00000","1.00000","1.00000","",""
"GO:0010638","positive regulation of organelle organiz...",198,0,1.6,2101,"1.00000","1.00000","1.00000","",""
"GO:0010639","negative regulation of organelle organiz...",113,0,0.91,2102,"1.00000","1.00000","1.00000","",""
"GO:0010644","cell communication by electrical couplin...",3,0,0.02,2103,"1.00000","1.00000","1.00000","",""
"GO:0010668","ectodermal cell differentiation",3,0,0.02,2104,"1.00000","1.00000","1.00000","",""
"GO:0010675","regulation of cellular carbohydrate meta...",24,0,0.19,2105,"1.00000","1.00000","1.00000","",""
"GO:0010676","positive regulation of cellular carbohyd...",8,0,0.06,2106,"1.00000","1.00000","1.00000","",""
"GO:0010720","positive regulation of cell development",167,0,1.35,2107,"1.00000","1.00000","1.00000","",""
"GO:0010737","protein kinase A signaling",3,0,0.02,2108,"1.00000","1.00000","1.00000","",""
"GO:0010738","regulation of protein kinase A signaling",3,0,0.02,2109,"1.00000","1.00000","1.00000","",""
"GO:0010769","regulation of cell morphogenesis involve...",130,0,1.05,2110,"1.00000","1.00000","1.00000","",""
"GO:0010770","positive regulation of cell morphogenesi...",49,0,0.4,2111,"1.00000","1.00000","1.00000","",""
"GO:0010771","negative regulation of cell morphogenesi...",6,0,0.05,2112,"1.00000","1.00000","1.00000","",""
"GO:0010793","regulation of mRNA export from nucleus",4,0,0.03,2113,"1.00000","1.00000","1.00000","",""
"GO:0010796","regulation of multivesicular body size",7,0,0.06,2114,"1.00000","1.00000","1.00000","",""
"GO:0010797","regulation of multivesicular body size i...",5,0,0.04,2115,"1.00000","1.00000","1.00000","",""
"GO:0010810","regulation of cell-substrate adhesion",16,0,0.13,2116,"1.00000","1.00000","1.00000","",""
"GO:0010811","positive regulation of cell-substrate ad...",11,0,0.09,2117,"1.00000","1.00000","1.00000","",""
"GO:0010817","regulation of hormone levels",103,0,0.83,2118,"1.00000","1.00000","1.00000","",""
"GO:0010822","positive regulation of mitochondrion org...",16,0,0.13,2119,"1.00000","1.00000","1.00000","",""
"GO:0010823","negative regulation of mitochondrion org...",8,0,0.06,2120,"1.00000","1.00000","1.00000","",""
"GO:0010824","regulation of centrosome duplication",9,0,0.07,2121,"1.00000","1.00000","1.00000","",""
"GO:0010826","negative regulation of centrosome duplic...",6,0,0.05,2122,"1.00000","1.00000","1.00000","",""
"GO:0010830","regulation of myotube differentiation",19,0,0.15,2123,"1.00000","1.00000","1.00000","",""
"GO:0010833","telomere maintenance via telomere length...",11,0,0.09,2124,"1.00000","1.00000","1.00000","",""
"GO:0010840","regulation of circadian sleep/wake cycle...",7,0,0.06,2125,"1.00000","1.00000","1.00000","",""
"GO:0010841","positive regulation of circadian sleep/w...",7,0,0.06,2126,"1.00000","1.00000","1.00000","",""
"GO:0010847","regulation of chromatin assembly",28,0,0.23,2127,"1.00000","1.00000","1.00000","",""
"GO:0010862","positive regulation of pathway-restricte...",12,0,0.1,2128,"1.00000","1.00000","1.00000","",""
"GO:0010863","positive regulation of phospholipase C a...",3,0,0.02,2129,"1.00000","1.00000","1.00000","",""
"GO:0010866","regulation of triglyceride biosynthetic ...",6,0,0.05,2130,"1.00000","1.00000","1.00000","",""
"GO:0010867","positive regulation of triglyceride bios...",4,0,0.03,2131,"1.00000","1.00000","1.00000","",""
"GO:0010883","regulation of lipid storage",47,0,0.38,2132,"1.00000","1.00000","1.00000","",""
"GO:0010884","positive regulation of lipid storage",10,0,0.08,2133,"1.00000","1.00000","1.00000","",""
"GO:0010888","negative regulation of lipid storage",11,0,0.09,2134,"1.00000","1.00000","1.00000","",""
"GO:0010889","regulation of sequestering of triglyceri...",10,0,0.08,2135,"1.00000","1.00000","1.00000","",""
"GO:0010891","negative regulation of sequestering of t...",3,0,0.02,2136,"1.00000","1.00000","1.00000","",""
"GO:0010893","positive regulation of steroid biosynthe...",6,0,0.05,2137,"1.00000","1.00000","1.00000","",""
"GO:0010896","regulation of triglyceride catabolic pro...",6,0,0.05,2138,"1.00000","1.00000","1.00000","",""
"GO:0010897","negative regulation of triglyceride cata...",5,0,0.04,2139,"1.00000","1.00000","1.00000","",""
"GO:0010906","regulation of glucose metabolic process",20,0,0.16,2140,"1.00000","1.00000","1.00000","",""
"GO:0010907","positive regulation of glucose metabolic...",8,0,0.06,2141,"1.00000","1.00000","1.00000","",""
"GO:0010911","regulation of isomerase activity",4,0,0.03,2142,"1.00000","1.00000","1.00000","",""
"GO:0010912","positive regulation of isomerase activit...",4,0,0.03,2143,"1.00000","1.00000","1.00000","",""
"GO:0010921","regulation of phosphatase activity",33,0,0.27,2144,"1.00000","1.00000","1.00000","",""
"GO:0010923","negative regulation of phosphatase activ...",15,0,0.12,2145,"1.00000","1.00000","1.00000","",""
"GO:0010927","cellular component assembly involved in ...",212,0,1.71,2146,"1.00000","1.00000","1.00000","",""
"GO:0010939","regulation of necrotic cell death",8,0,0.06,2147,"1.00000","1.00000","1.00000","",""
"GO:0010940","positive regulation of necrotic cell dea...",6,0,0.05,2148,"1.00000","1.00000","1.00000","",""
"GO:0010942","positive regulation of cell death",141,0,1.14,2149,"1.00000","1.00000","1.00000","",""
"GO:0010948","negative regulation of cell cycle proces...",94,0,0.76,2150,"1.00000","1.00000","1.00000","",""
"GO:0010950","positive regulation of endopeptidase act...",40,0,0.32,2151,"1.00000","1.00000","1.00000","",""
"GO:0010952","positive regulation of peptidase activit...",47,0,0.38,2152,"1.00000","1.00000","1.00000","",""
"GO:0010955","negative regulation of protein processin...",9,0,0.07,2153,"1.00000","1.00000","1.00000","",""
"GO:0010959","regulation of metal ion transport",50,0,0.4,2154,"1.00000","1.00000","1.00000","",""
"GO:0010960","magnesium ion homeostasis",5,0,0.04,2155,"1.00000","1.00000","1.00000","",""
"GO:0010961","cellular magnesium ion homeostasis",3,0,0.02,2156,"1.00000","1.00000","1.00000","",""
"GO:0010965","regulation of mitotic sister chromatid s...",46,0,0.37,2157,"1.00000","1.00000","1.00000","",""
"GO:0010971","positive regulation of G2/M transition o...",3,0,0.02,2158,"1.00000","1.00000","1.00000","",""
"GO:0010972","negative regulation of G2/M transition o...",28,0,0.23,2159,"1.00000","1.00000","1.00000","",""
"GO:0010975","regulation of neuron projection developm...",152,0,1.23,2160,"1.00000","1.00000","1.00000","",""
"GO:0010976","positive regulation of neuron projection...",57,0,0.46,2161,"1.00000","1.00000","1.00000","",""
"GO:0010977","negative regulation of neuron projection...",13,0,0.11,2162,"1.00000","1.00000","1.00000","",""
"GO:0010992","ubiquitin recycling",4,0,0.03,2163,"1.00000","1.00000","1.00000","",""
"GO:0010996","response to auditory stimulus",16,0,0.13,2164,"1.00000","1.00000","1.00000","",""
"GO:0012502","induction of programmed cell death",25,0,0.2,2165,"1.00000","1.00000","1.00000","",""
"GO:0014009","glial cell proliferation",20,0,0.16,2166,"1.00000","1.00000","1.00000","",""
"GO:0014013","regulation of gliogenesis",14,0,0.11,2167,"1.00000","1.00000","1.00000","",""
"GO:0014014","negative regulation of gliogenesis",10,0,0.08,2168,"1.00000","1.00000","1.00000","",""
"GO:0014015","positive regulation of gliogenesis",4,0,0.03,2169,"1.00000","1.00000","1.00000","",""
"GO:0014016","neuroblast differentiation",60,0,0.48,2170,"1.00000","1.00000","1.00000","",""
"GO:0014017","neuroblast fate commitment",35,0,0.28,2171,"1.00000","1.00000","1.00000","",""
"GO:0014019","neuroblast development",35,0,0.28,2172,"1.00000","1.00000","1.00000","",""
"GO:0014042","positive regulation of neuron maturation",19,0,0.15,2173,"1.00000","1.00000","1.00000","",""
"GO:0014045","establishment of endothelial blood-brain...",4,0,0.03,2174,"1.00000","1.00000","1.00000","",""
"GO:0014046","dopamine secretion",3,0,0.02,2175,"1.00000","1.00000","1.00000","",""
"GO:0014047","glutamate secretion",8,0,0.06,2176,"1.00000","1.00000","1.00000","",""
"GO:0014048","regulation of glutamate secretion",6,0,0.05,2177,"1.00000","1.00000","1.00000","",""
"GO:0014049","positive regulation of glutamate secreti...",3,0,0.02,2178,"1.00000","1.00000","1.00000","",""
"GO:0014059","regulation of dopamine secretion",3,0,0.02,2179,"1.00000","1.00000","1.00000","",""
"GO:0014065","phosphatidylinositol 3-kinase signaling",30,0,0.24,2180,"1.00000","1.00000","1.00000","",""
"GO:0014066","regulation of phosphatidylinositol 3-kin...",26,0,0.21,2181,"1.00000","1.00000","1.00000","",""
"GO:0014067","negative regulation of phosphatidylinosi...",17,0,0.14,2182,"1.00000","1.00000","1.00000","",""
"GO:0014068","positive regulation of phosphatidylinosi...",9,0,0.07,2183,"1.00000","1.00000","1.00000","",""
"GO:0014070","response to organic cyclic compound",179,0,1.45,2184,"1.00000","1.00000","1.00000","",""
"GO:0014074","response to purine-containing compound",21,0,0.17,2185,"1.00000","1.00000","1.00000","",""
"GO:0014075","response to amine",4,0,0.03,2186,"1.00000","1.00000","1.00000","",""
"GO:0014743","regulation of muscle hypertrophy",4,0,0.03,2187,"1.00000","1.00000","1.00000","",""
"GO:0014812","muscle cell migration",3,0,0.02,2188,"1.00000","1.00000","1.00000","",""
"GO:0014866","skeletal myofibril assembly",10,0,0.08,2189,"1.00000","1.00000","1.00000","",""
"GO:0014881","regulation of myofibril size",4,0,0.03,2190,"1.00000","1.00000","1.00000","",""
"GO:0014896","muscle hypertrophy",4,0,0.03,2191,"1.00000","1.00000","1.00000","",""
"GO:0014902","myotube differentiation",90,0,0.73,2192,"1.00000","1.00000","1.00000","",""
"GO:0014904","myotube cell development",6,0,0.05,2193,"1.00000","1.00000","1.00000","",""
"GO:0015012","heparan sulfate proteoglycan biosyntheti...",22,0,0.18,2194,"1.00000","1.00000","1.00000","",""
"GO:0015014","heparan sulfate proteoglycan biosyntheti...",11,0,0.09,2195,"1.00000","1.00000","1.00000","",""
"GO:0015031","protein transport",546,0,4.41,2196,"1.00000","1.00000","1.00000","",""
"GO:0015074","DNA integration",3,0,0.02,2197,"1.00000","1.00000","1.00000","",""
"GO:0015677","copper ion import",8,0,0.06,2198,"1.00000","1.00000","1.00000","",""
"GO:0015693","magnesium ion transport",5,0,0.04,2199,"1.00000","1.00000","1.00000","",""
"GO:0015695","organic cation transport",23,0,0.19,2200,"1.00000","1.00000","1.00000","",""
"GO:0015696","ammonium transport",22,0,0.18,2201,"1.00000","1.00000","1.00000","",""
"GO:0015697","quaternary ammonium group transport",4,0,0.03,2202,"1.00000","1.00000","1.00000","",""
"GO:0015698","inorganic anion transport",67,0,0.54,2203,"1.00000","1.00000","1.00000","",""
"GO:0015701","bicarbonate transport",16,0,0.13,2204,"1.00000","1.00000","1.00000","",""
"GO:0015711","organic anion transport",196,0,1.58,2205,"1.00000","1.00000","1.00000","",""
"GO:0015718","monocarboxylic acid transport",40,0,0.32,2206,"1.00000","1.00000","1.00000","",""
"GO:0015740","C4-dicarboxylate transport",12,0,0.1,2207,"1.00000","1.00000","1.00000","",""
"GO:0015743","malate transport",3,0,0.02,2208,"1.00000","1.00000","1.00000","",""
"GO:0015744","succinate transport",6,0,0.05,2209,"1.00000","1.00000","1.00000","",""
"GO:0015746","citrate transport",5,0,0.04,2210,"1.00000","1.00000","1.00000","",""
"GO:0015748","organophosphate ester transport",36,0,0.29,2211,"1.00000","1.00000","1.00000","",""
"GO:0015749","monosaccharide transmembrane transport",13,0,0.11,2212,"1.00000","1.00000","1.00000","",""
"GO:0015766","disaccharide transport",3,0,0.02,2213,"1.00000","1.00000","1.00000","",""
"GO:0015771","trehalose transport",3,0,0.02,2214,"1.00000","1.00000","1.00000","",""
"GO:0015772","oligosaccharide transport",3,0,0.02,2215,"1.00000","1.00000","1.00000","",""
"GO:0015780","nucleotide-sugar transmembrane transport",14,0,0.11,2216,"1.00000","1.00000","1.00000","",""
"GO:0015783","GDP-fucose transmembrane transport",8,0,0.06,2217,"1.00000","1.00000","1.00000","",""
"GO:0015790","UDP-xylose transmembrane transport",4,0,0.03,2218,"1.00000","1.00000","1.00000","",""
"GO:0015800","acidic amino acid transport",18,0,0.15,2219,"1.00000","1.00000","1.00000","",""
"GO:0015802","basic amino acid transport",3,0,0.02,2220,"1.00000","1.00000","1.00000","",""
"GO:0015803","branched-chain amino acid transport",4,0,0.03,2221,"1.00000","1.00000","1.00000","",""
"GO:0015804","neutral amino acid transport",14,0,0.11,2222,"1.00000","1.00000","1.00000","",""
"GO:0015805","S-adenosyl-L-methionine transport",3,0,0.02,2223,"1.00000","1.00000","1.00000","",""
"GO:0015807","L-amino acid transport",31,0,0.25,2224,"1.00000","1.00000","1.00000","",""
"GO:0015812","gamma-aminobutyric acid transport",4,0,0.03,2225,"1.00000","1.00000","1.00000","",""
"GO:0015813","L-glutamate transmembrane transport",8,0,0.06,2226,"1.00000","1.00000","1.00000","",""
"GO:0015820","leucine transport",4,0,0.03,2227,"1.00000","1.00000","1.00000","",""
"GO:0015833","peptide transport",556,0,4.49,2228,"1.00000","1.00000","1.00000","",""
"GO:0015837","amine transport",15,0,0.12,2229,"1.00000","1.00000","1.00000","",""
"GO:0015838","amino-acid betaine transport",3,0,0.02,2230,"1.00000","1.00000","1.00000","",""
"GO:0015842","aminergic neurotransmitter loading into ...",9,0,0.07,2231,"1.00000","1.00000","1.00000","",""
"GO:0015844","monoamine transport",9,0,0.07,2232,"1.00000","1.00000","1.00000","",""
"GO:0015849","organic acid transport",132,0,1.07,2233,"1.00000","1.00000","1.00000","",""
"GO:0015858","nucleoside transport",7,0,0.06,2234,"1.00000","1.00000","1.00000","",""
"GO:0015865","purine nucleotide transport",10,0,0.08,2235,"1.00000","1.00000","1.00000","",""
"GO:0015866","ADP transport",7,0,0.06,2236,"1.00000","1.00000","1.00000","",""
"GO:0015867","ATP transport",5,0,0.04,2237,"1.00000","1.00000","1.00000","",""
"GO:0015868","purine ribonucleotide transport",10,0,0.08,2238,"1.00000","1.00000","1.00000","",""
"GO:0015871","choline transport",4,0,0.03,2239,"1.00000","1.00000","1.00000","",""
"GO:0015872","dopamine transport",7,0,0.06,2240,"1.00000","1.00000","1.00000","",""
"GO:0015879","carnitine transport",3,0,0.02,2241,"1.00000","1.00000","1.00000","",""
"GO:0015880","coenzyme A transport",3,0,0.02,2242,"1.00000","1.00000","1.00000","",""
"GO:0015883","FAD transport",3,0,0.02,2243,"1.00000","1.00000","1.00000","",""
"GO:0015886","heme transport",6,0,0.05,2244,"1.00000","1.00000","1.00000","",""
"GO:0015893","drug transport",50,0,0.4,2245,"1.00000","1.00000","1.00000","",""
"GO:0015914","phospholipid transport",20,0,0.16,2246,"1.00000","1.00000","1.00000","",""
"GO:0015919","peroxisomal membrane transport",8,0,0.06,2247,"1.00000","1.00000","1.00000","",""
"GO:0015931","nucleobase-containing compound transport",185,0,1.49,2248,"1.00000","1.00000","1.00000","",""
"GO:0015936","coenzyme A metabolic process",7,0,0.06,2249,"1.00000","1.00000","1.00000","",""
"GO:0015937","coenzyme A biosynthetic process",7,0,0.06,2250,"1.00000","1.00000","1.00000","",""
"GO:0015980","energy derivation by oxidation of organi...",197,0,1.59,2251,"1.00000","1.00000","1.00000","",""
"GO:0015985","energy coupled proton transport, down el...",18,0,0.15,2252,"1.00000","1.00000","1.00000","",""
"GO:0015986","ATP synthesis coupled proton transport",18,0,0.15,2253,"1.00000","1.00000","1.00000","",""
"GO:0015990","electron transport coupled proton transp...",13,0,0.11,2254,"1.00000","1.00000","1.00000","",""
"GO:0016032","viral process",12,0,0.1,2255,"1.00000","1.00000","1.00000","",""
"GO:0016037","light absorption",3,0,0.02,2256,"1.00000","1.00000","1.00000","",""
"GO:0016048","detection of temperature stimulus",10,0,0.08,2257,"1.00000","1.00000","1.00000","",""
"GO:0016050","vesicle organization",184,0,1.49,2258,"1.00000","1.00000","1.00000","",""
"GO:0016054","organic acid catabolic process",88,0,0.71,2259,"1.00000","1.00000","1.00000","",""
"GO:0016056","rhodopsin mediated signaling pathway",33,0,0.27,2260,"1.00000","1.00000","1.00000","",""
"GO:0016057","regulation of membrane potential in phot...",15,0,0.12,2261,"1.00000","1.00000","1.00000","",""
"GO:0016059","deactivation of rhodopsin mediated signa...",30,0,0.24,2262,"1.00000","1.00000","1.00000","",""
"GO:0016060","metarhodopsin inactivation",7,0,0.06,2263,"1.00000","1.00000","1.00000","",""
"GO:0016062","adaptation of rhodopsin mediated signali...",5,0,0.04,2264,"1.00000","1.00000","1.00000","",""
"GO:0016072","rRNA metabolic process",192,0,1.55,2265,"1.00000","1.00000","1.00000","",""
"GO:0016073","snRNA metabolic process",54,0,0.44,2266,"1.00000","1.00000","1.00000","",""
"GO:0016074","snoRNA metabolic process",11,0,0.09,2267,"1.00000","1.00000","1.00000","",""
"GO:0016075","rRNA catabolic process",10,0,0.08,2268,"1.00000","1.00000","1.00000","",""
"GO:0016078","tRNA catabolic process",10,0,0.08,2269,"1.00000","1.00000","1.00000","",""
"GO:0016079","synaptic vesicle exocytosis",91,0,0.74,2270,"1.00000","1.00000","1.00000","",""
"GO:0016080","synaptic vesicle targeting",13,0,0.11,2271,"1.00000","1.00000","1.00000","",""
"GO:0016081","synaptic vesicle docking",24,0,0.19,2272,"1.00000","1.00000","1.00000","",""
"GO:0016082","synaptic vesicle priming",25,0,0.2,2273,"1.00000","1.00000","1.00000","",""
"GO:0016106","sesquiterpenoid biosynthetic process",5,0,0.04,2274,"1.00000","1.00000","1.00000","",""
"GO:0016107","sesquiterpenoid catabolic process",4,0,0.03,2275,"1.00000","1.00000","1.00000","",""
"GO:0016114","terpenoid biosynthetic process",8,0,0.06,2276,"1.00000","1.00000","1.00000","",""
"GO:0016115","terpenoid catabolic process",4,0,0.03,2277,"1.00000","1.00000","1.00000","",""
"GO:0016125","sterol metabolic process",29,0,0.23,2278,"1.00000","1.00000","1.00000","",""
"GO:0016126","sterol biosynthetic process",20,0,0.16,2279,"1.00000","1.00000","1.00000","",""
"GO:0016180","snRNA processing",41,0,0.33,2280,"1.00000","1.00000","1.00000","",""
"GO:0016185","synaptic vesicle budding from presynapti...",4,0,0.03,2281,"1.00000","1.00000","1.00000","",""
"GO:0016198","axon choice point recognition",44,0,0.36,2282,"1.00000","1.00000","1.00000","",""
"GO:0016199","axon midline choice point recognition",43,0,0.35,2283,"1.00000","1.00000","1.00000","",""
"GO:0016200","synaptic target attraction",13,0,0.11,2284,"1.00000","1.00000","1.00000","",""
"GO:0016202","regulation of striated muscle tissue dev...",14,0,0.11,2285,"1.00000","1.00000","1.00000","",""
"GO:0016203","muscle attachment",74,0,0.6,2286,"1.00000","1.00000","1.00000","",""
"GO:0016204","determination of muscle attachment site",13,0,0.11,2287,"1.00000","1.00000","1.00000","",""
"GO:0016226","iron-sulfur cluster assembly",20,0,0.16,2288,"1.00000","1.00000","1.00000","",""
"GO:0016233","telomere capping",13,0,0.11,2289,"1.00000","1.00000","1.00000","",""
"GO:0016236","macroautophagy",115,0,0.93,2290,"1.00000","1.00000","1.00000","",""
"GO:0016239","positive regulation of macroautophagy",15,0,0.12,2291,"1.00000","1.00000","1.00000","",""
"GO:0016241","regulation of macroautophagy",30,0,0.24,2292,"1.00000","1.00000","1.00000","",""
"GO:0016242","negative regulation of macroautophagy",14,0,0.11,2293,"1.00000","1.00000","1.00000","",""
"GO:0016243","regulation of autophagosome size",3,0,0.02,2294,"1.00000","1.00000","1.00000","",""
"GO:0016246","RNA interference",46,0,0.37,2295,"1.00000","1.00000","1.00000","",""
"GO:0016255","attachment of GPI anchor to protein",4,0,0.03,2296,"1.00000","1.00000","1.00000","",""
"GO:0016259","selenocysteine metabolic process",3,0,0.02,2297,"1.00000","1.00000","1.00000","",""
"GO:0016260","selenocysteine biosynthetic process",3,0,0.02,2298,"1.00000","1.00000","1.00000","",""
"GO:0016264","gap junction assembly",3,0,0.02,2299,"1.00000","1.00000","1.00000","",""
"GO:0016266","O-glycan processing",5,0,0.04,2300,"1.00000","1.00000","1.00000","",""
"GO:0016318","ommatidial rotation",53,0,0.43,2301,"1.00000","1.00000","1.00000","",""
"GO:0016320","endoplasmic reticulum membrane fusion",4,0,0.03,2302,"1.00000","1.00000","1.00000","",""
"GO:0016321","female meiosis chromosome segregation",19,0,0.15,2303,"1.00000","1.00000","1.00000","",""
"GO:0016325","oocyte microtubule cytoskeleton organiza...",50,0,0.4,2304,"1.00000","1.00000","1.00000","",""
"GO:0016330","second mitotic wave involved in compound...",19,0,0.15,2305,"1.00000","1.00000","1.00000","",""
"GO:0016332","establishment or maintenance of polarity...",19,0,0.15,2306,"1.00000","1.00000","1.00000","",""
"GO:0016333","morphogenesis of follicular epithelium",86,0,0.69,2307,"1.00000","1.00000","1.00000","",""
"GO:0016334","establishment or maintenance of polarity...",49,0,0.4,2308,"1.00000","1.00000","1.00000","",""
"GO:0016335","morphogenesis of larval imaginal disc ep...",16,0,0.13,2309,"1.00000","1.00000","1.00000","",""
"GO:0016336","establishment or maintenance of polarity...",14,0,0.11,2310,"1.00000","1.00000","1.00000","",""
"GO:0016338","calcium-independent cell-cell adhesion v...",3,0,0.02,2311,"1.00000","1.00000","1.00000","",""
"GO:0016339","calcium-dependent cell-cell adhesion via...",37,0,0.3,2312,"1.00000","1.00000","1.00000","",""
"GO:0016348","imaginal disc-derived leg joint morphoge...",28,0,0.23,2313,"1.00000","1.00000","1.00000","",""
"GO:0016360","sensory organ precursor cell fate determ...",38,0,0.31,2314,"1.00000","1.00000","1.00000","",""
"GO:0016441","posttranscriptional gene silencing",92,0,0.74,2315,"1.00000","1.00000","1.00000","",""
"GO:0016457","dosage compensation complex assembly inv...",7,0,0.06,2316,"1.00000","1.00000","1.00000","",""
"GO:0016458","gene silencing",243,0,1.96,2317,"1.00000","1.00000","1.00000","",""
"GO:0016480","negative regulation of transcription by ...",4,0,0.03,2318,"1.00000","1.00000","1.00000","",""
"GO:0016482","cytosolic transport",96,0,0.78,2319,"1.00000","1.00000","1.00000","",""
"GO:0016485","protein processing",107,0,0.86,2320,"1.00000","1.00000","1.00000","",""
"GO:0016486","peptide hormone processing",6,0,0.05,2321,"1.00000","1.00000","1.00000","",""
"GO:0016540","protein autoprocessing",8,0,0.06,2322,"1.00000","1.00000","1.00000","",""
"GO:0016543","male courtship behavior, orientation pri...",3,0,0.02,2323,"1.00000","1.00000","1.00000","",""
"GO:0016544","male courtship behavior, tapping to dete...",3,0,0.02,2324,"1.00000","1.00000","1.00000","",""
"GO:0016545","male courtship behavior, veined wing vib...",41,0,0.33,2325,"1.00000","1.00000","1.00000","",""
"GO:0016556","mRNA modification",12,0,0.1,2326,"1.00000","1.00000","1.00000","",""
"GO:0016558","protein import into peroxisome matrix",8,0,0.06,2327,"1.00000","1.00000","1.00000","",""
"GO:0016560","protein import into peroxisome matrix, d...",3,0,0.02,2328,"1.00000","1.00000","1.00000","",""
"GO:0016567","protein ubiquitination",273,0,2.21,2329,"1.00000","1.00000","1.00000","",""
"GO:0016569","covalent chromatin modification",252,0,2.04,2330,"1.00000","1.00000","1.00000","",""
"GO:0016570","histone modification",241,0,1.95,2331,"1.00000","1.00000","1.00000","",""
"GO:0016571","histone methylation",76,0,0.61,2332,"1.00000","1.00000","1.00000","",""
"GO:0016572","histone phosphorylation",22,0,0.18,2333,"1.00000","1.00000","1.00000","",""
"GO:0016573","histone acetylation",112,0,0.9,2334,"1.00000","1.00000","1.00000","",""
"GO:0016574","histone ubiquitination",11,0,0.09,2335,"1.00000","1.00000","1.00000","",""
"GO:0016575","histone deacetylation",26,0,0.21,2336,"1.00000","1.00000","1.00000","",""
"GO:0016577","histone demethylation",12,0,0.1,2337,"1.00000","1.00000","1.00000","",""
"GO:0016578","histone deubiquitination",9,0,0.07,2338,"1.00000","1.00000","1.00000","",""
"GO:0016579","protein deubiquitination",84,0,0.68,2339,"1.00000","1.00000","1.00000","",""
"GO:0016584","nucleosome positioning",5,0,0.04,2340,"1.00000","1.00000","1.00000","",""
"GO:0016601","Rac protein signal transduction",11,0,0.09,2341,"1.00000","1.00000","1.00000","",""
"GO:0016925","protein sumoylation",9,0,0.07,2342,"1.00000","1.00000","1.00000","",""
"GO:0016926","protein desumoylation",8,0,0.06,2343,"1.00000","1.00000","1.00000","",""
"GO:0016973","poly(A)+ mRNA export from nucleus",16,0,0.13,2344,"1.00000","1.00000","1.00000","",""
"GO:0016999","antibiotic metabolic process",54,0,0.44,2345,"1.00000","1.00000","1.00000","",""
