"GO.ID","Term","Annotated","Significant","Expected","Rank in result2","result1","result2","result3","GenesInTermAndTest","GenesInTermAndTest_eggNogName"
"GO:0034219","carbohydrate transmembrane transport",16,0,0.13,3017,"1.00000","1.00000","1.00000","",""
"GO:0034227","tRNA thio-modification",11,0,0.09,3018,"1.00000","1.00000","1.00000","",""
"GO:0034243","regulation of transcription elongation f...",27,0,0.22,3019,"1.00000","1.00000","1.00000","",""
"GO:0034244","negative regulation of transcription elo...",6,0,0.05,3020,"1.00000","1.00000","1.00000","",""
"GO:0034248","regulation of cellular amide metabolic p...",207,0,1.69,3021,"1.00000","1.00000","1.00000","",""
"GO:0034249","negative regulation of cellular amide me...",67,0,0.55,3022,"1.00000","1.00000","1.00000","",""
"GO:0034250","positive regulation of cellular amide me...",82,0,0.67,3023,"1.00000","1.00000","1.00000","",""
"GO:0034284","response to monosaccharide",7,0,0.06,3024,"1.00000","1.00000","1.00000","",""
"GO:0034285","response to disaccharide",38,0,0.31,3025,"1.00000","1.00000","1.00000","",""
"GO:0034308","primary alcohol metabolic process",4,0,0.03,3026,"1.00000","1.00000","1.00000","",""
"GO:0034314","Arp2/3 complex-mediated actin nucleation",26,0,0.21,3027,"1.00000","1.00000","1.00000","",""
"GO:0034315","regulation of Arp2/3 complex-mediated ac...",6,0,0.05,3028,"1.00000","1.00000","1.00000","",""
"GO:0034316","negative regulation of Arp2/3 complex-me...",3,0,0.02,3029,"1.00000","1.00000","1.00000","",""
"GO:0034331","cell junction maintenance",45,0,0.37,3030,"1.00000","1.00000","1.00000","",""
"GO:0034332","adherens junction organization",70,0,0.57,3031,"1.00000","1.00000","1.00000","",""
"GO:0034333","adherens junction assembly",36,0,0.29,3032,"1.00000","1.00000","1.00000","",""
"GO:0034334","adherens junction maintenance",17,0,0.14,3033,"1.00000","1.00000","1.00000","",""
"GO:0034349","glial cell apoptotic process",9,0,0.07,3034,"1.00000","1.00000","1.00000","",""
"GO:0034350","regulation of glial cell apoptotic proce...",4,0,0.03,3035,"1.00000","1.00000","1.00000","",""
"GO:0034351","negative regulation of glial cell apopto...",3,0,0.02,3036,"1.00000","1.00000","1.00000","",""
"GO:0034367","protein-containing complex remodeling",12,0,0.1,3037,"1.00000","1.00000","1.00000","",""
"GO:0034389","lipid droplet organization",23,0,0.19,3038,"1.00000","1.00000","1.00000","",""
"GO:0034394","protein localization to cell surface",9,0,0.07,3039,"1.00000","1.00000","1.00000","",""
"GO:0034401","chromatin organization involved in regul...",171,0,1.39,3040,"1.00000","1.00000","1.00000","",""
"GO:0034404","nucleobase-containing small molecule bio...",54,0,0.44,3041,"1.00000","1.00000","1.00000","",""
"GO:0034427","nuclear-transcribed mRNA catabolic proce...",9,0,0.07,3042,"1.00000","1.00000","1.00000","",""
"GO:0034440","lipid oxidation",40,0,0.33,3043,"1.00000","1.00000","1.00000","",""
"GO:0034446","substrate adhesion-dependent cell spread...",16,0,0.13,3044,"1.00000","1.00000","1.00000","",""
"GO:0034453","microtubule anchoring",8,0,0.07,3045,"1.00000","1.00000","1.00000","",""
"GO:0034454","microtubule anchoring at centrosome",4,0,0.03,3046,"1.00000","1.00000","1.00000","",""
"GO:0034470","ncRNA processing",329,0,2.68,3047,"1.00000","1.00000","1.00000","",""
"GO:0034471","ncRNA 5'-end processing",15,0,0.12,3048,"1.00000","1.00000","1.00000","",""
"GO:0034472","snRNA 3'-end processing",38,0,0.31,3049,"1.00000","1.00000","1.00000","",""
"GO:0034475","U4 snRNA 3'-end processing",8,0,0.07,3050,"1.00000","1.00000","1.00000","",""
"GO:0034497","protein localization to phagophore assem...",9,0,0.07,3051,"1.00000","1.00000","1.00000","",""
"GO:0034498","early endosome to Golgi transport",12,0,0.1,3052,"1.00000","1.00000","1.00000","",""
"GO:0034501","protein localization to kinetochore",8,0,0.07,3053,"1.00000","1.00000","1.00000","",""
"GO:0034502","protein localization to chromosome",17,0,0.14,3054,"1.00000","1.00000","1.00000","",""
"GO:0034504","protein localization to nucleus",94,0,0.77,3055,"1.00000","1.00000","1.00000","",""
"GO:0034508","centromere complex assembly",10,0,0.08,3056,"1.00000","1.00000","1.00000","",""
"GO:0034551","mitochondrial respiratory chain complex ...",6,0,0.05,3057,"1.00000","1.00000","1.00000","",""
"GO:0034552","respiratory chain complex II assembly",4,0,0.03,3058,"1.00000","1.00000","1.00000","",""
"GO:0034553","mitochondrial respiratory chain complex ...",4,0,0.03,3059,"1.00000","1.00000","1.00000","",""
"GO:0034587","piRNA metabolic process",24,0,0.2,3060,"1.00000","1.00000","1.00000","",""
"GO:0034605","cellular response to heat",21,0,0.17,3061,"1.00000","1.00000","1.00000","",""
"GO:0034612","response to tumor necrosis factor",6,0,0.05,3062,"1.00000","1.00000","1.00000","",""
"GO:0034622","cellular protein-containing complex asse...",582,0,4.74,3063,"1.00000","1.00000","1.00000","",""
"GO:0034625","fatty acid elongation, monounsaturated f...",8,0,0.07,3064,"1.00000","1.00000","1.00000","",""
"GO:0034626","fatty acid elongation, polyunsaturated f...",8,0,0.07,3065,"1.00000","1.00000","1.00000","",""
"GO:0034629","cellular protein-containing complex loca...",9,0,0.07,3066,"1.00000","1.00000","1.00000","",""
"GO:0034637","cellular carbohydrate biosynthetic proce...",21,0,0.17,3067,"1.00000","1.00000","1.00000","",""
"GO:0034643","establishment of mitochondrion localizat...",22,0,0.18,3068,"1.00000","1.00000","1.00000","",""
"GO:0034644","cellular response to UV",13,0,0.11,3069,"1.00000","1.00000","1.00000","",""
"GO:0034656","nucleobase-containing small molecule cat...",7,0,0.06,3070,"1.00000","1.00000","1.00000","",""
"GO:0034660","ncRNA metabolic process",435,0,3.54,3071,"1.00000","1.00000","1.00000","",""
"GO:0034661","ncRNA catabolic process",20,0,0.16,3072,"1.00000","1.00000","1.00000","",""
"GO:0034720","histone H3-K4 demethylation",7,0,0.06,3073,"1.00000","1.00000","1.00000","",""
"GO:0034721","histone H3-K4 demethylation, trimethyl-H...",3,0,0.02,3074,"1.00000","1.00000","1.00000","",""
"GO:0034724","DNA replication-independent nucleosome o...",8,0,0.07,3075,"1.00000","1.00000","1.00000","",""
"GO:0034728","nucleosome organization",63,0,0.51,3076,"1.00000","1.00000","1.00000","",""
"GO:0034754","cellular hormone metabolic process",65,0,0.53,3077,"1.00000","1.00000","1.00000","",""
"GO:0034756","regulation of iron ion transport",4,0,0.03,3078,"1.00000","1.00000","1.00000","",""
"GO:0034758","positive regulation of iron ion transpor...",4,0,0.03,3079,"1.00000","1.00000","1.00000","",""
"GO:0034759","regulation of iron ion transmembrane tra...",4,0,0.03,3080,"1.00000","1.00000","1.00000","",""
"GO:0034761","positive regulation of iron ion transmem...",4,0,0.03,3081,"1.00000","1.00000","1.00000","",""
"GO:0034762","regulation of transmembrane transport",30,0,0.24,3082,"1.00000","1.00000","1.00000","",""
"GO:0034763","negative regulation of transmembrane tra...",10,0,0.08,3083,"1.00000","1.00000","1.00000","",""
"GO:0034764","positive regulation of transmembrane tra...",16,0,0.13,3084,"1.00000","1.00000","1.00000","",""
"GO:0034765","regulation of ion transmembrane transpor...",30,0,0.24,3085,"1.00000","1.00000","1.00000","",""
"GO:0034766","negative regulation of ion transmembrane...",10,0,0.08,3086,"1.00000","1.00000","1.00000","",""
"GO:0034767","positive regulation of ion transmembrane...",16,0,0.13,3087,"1.00000","1.00000","1.00000","",""
"GO:0034769","basement membrane disassembly",5,0,0.04,3088,"1.00000","1.00000","1.00000","",""
"GO:0034770","histone H4-K20 methylation",4,0,0.03,3089,"1.00000","1.00000","1.00000","",""
"GO:0034969","histone arginine methylation",10,0,0.08,3090,"1.00000","1.00000","1.00000","",""
"GO:0034975","protein folding in endoplasmic reticulum",11,0,0.09,3091,"1.00000","1.00000","1.00000","",""
"GO:0034976","response to endoplasmic reticulum stress",105,0,0.86,3092,"1.00000","1.00000","1.00000","",""
"GO:0034982","mitochondrial protein processing",7,0,0.06,3093,"1.00000","1.00000","1.00000","",""
"GO:0035002","liquid clearance, open tracheal system",16,0,0.13,3094,"1.00000","1.00000","1.00000","",""
"GO:0035017","cuticle pattern formation",59,0,0.48,3095,"1.00000","1.00000","1.00000","",""
"GO:0035018","adult chitin-based cuticle pattern forma...",3,0,0.02,3096,"1.00000","1.00000","1.00000","",""
"GO:0035019","somatic stem cell population maintenance",34,0,0.28,3097,"1.00000","1.00000","1.00000","",""
"GO:0035020","regulation of Rac protein signal transdu...",6,0,0.05,3098,"1.00000","1.00000","1.00000","",""
"GO:0035022","positive regulation of Rac protein signa...",4,0,0.03,3099,"1.00000","1.00000","1.00000","",""
"GO:0035023","regulation of Rho protein signal transdu...",39,0,0.32,3100,"1.00000","1.00000","1.00000","",""
"GO:0035025","positive regulation of Rho protein signa...",30,0,0.24,3101,"1.00000","1.00000","1.00000","",""
"GO:0035026","leading edge cell differentiation",8,0,0.07,3102,"1.00000","1.00000","1.00000","",""
"GO:0035027","leading edge cell fate commitment",6,0,0.05,3103,"1.00000","1.00000","1.00000","",""
"GO:0035028","leading edge cell fate determination",6,0,0.05,3104,"1.00000","1.00000","1.00000","",""
"GO:0035029","dorsal closure, leading edge cell fate c...",6,0,0.05,3105,"1.00000","1.00000","1.00000","",""
"GO:0035042","fertilization, exchange of chromosomal p...",9,0,0.07,3106,"1.00000","1.00000","1.00000","",""
"GO:0035044","sperm aster formation",13,0,0.11,3107,"1.00000","1.00000","1.00000","",""
"GO:0035045","sperm plasma membrane disassembly",3,0,0.02,3108,"1.00000","1.00000","1.00000","",""
"GO:0035046","pronuclear migration",4,0,0.03,3109,"1.00000","1.00000","1.00000","",""
"GO:0035050","embryonic heart tube development",42,0,0.34,3110,"1.00000","1.00000","1.00000","",""
"GO:0035053","dorsal vessel heart proper cell fate com...",7,0,0.06,3111,"1.00000","1.00000","1.00000","",""
"GO:0035054","embryonic heart tube anterior/posterior ...",7,0,0.06,3112,"1.00000","1.00000","1.00000","",""
"GO:0035065","regulation of histone acetylation",25,0,0.2,3113,"1.00000","1.00000","1.00000","",""
"GO:0035066","positive regulation of histone acetylati...",9,0,0.07,3114,"1.00000","1.00000","1.00000","",""
"GO:0035067","negative regulation of histone acetylati...",5,0,0.04,3115,"1.00000","1.00000","1.00000","",""
"GO:0035069","larval midgut histolysis",45,0,0.37,3116,"1.00000","1.00000","1.00000","",""
"GO:0035070","salivary gland histolysis",55,0,0.45,3117,"1.00000","1.00000","1.00000","",""
"GO:0035071","salivary gland cell autophagic cell deat...",44,0,0.36,3118,"1.00000","1.00000","1.00000","",""
"GO:0035072","ecdysone-mediated induction of salivary ...",25,0,0.2,3119,"1.00000","1.00000","1.00000","",""
"GO:0035073","pupariation",26,0,0.21,3120,"1.00000","1.00000","1.00000","",""
"GO:0035074","pupation",9,0,0.07,3121,"1.00000","1.00000","1.00000","",""
"GO:0035075","response to ecdysone",69,0,0.56,3122,"1.00000","1.00000","1.00000","",""
"GO:0035076","ecdysone receptor-mediated signaling pat...",18,0,0.15,3123,"1.00000","1.00000","1.00000","",""
"GO:0035078","induction of programmed cell death by ec...",25,0,0.2,3124,"1.00000","1.00000","1.00000","",""
"GO:0035079","polytene chromosome puffing",5,0,0.04,3125,"1.00000","1.00000","1.00000","",""
"GO:0035080","heat shock-mediated polytene chromosome ...",3,0,0.02,3126,"1.00000","1.00000","1.00000","",""
"GO:0035081","induction of programmed cell death by ho...",25,0,0.2,3127,"1.00000","1.00000","1.00000","",""
"GO:0035082","axoneme assembly",73,0,0.59,3128,"1.00000","1.00000","1.00000","",""
"GO:0035087","siRNA loading onto RISC involved in RNA ...",4,0,0.03,3129,"1.00000","1.00000","1.00000","",""
"GO:0035089","establishment of apical/basal cell polar...",21,0,0.17,3130,"1.00000","1.00000","1.00000","",""
"GO:0035090","maintenance of apical/basal cell polarit...",15,0,0.12,3131,"1.00000","1.00000","1.00000","",""
"GO:0035094","response to nicotine",6,0,0.05,3132,"1.00000","1.00000","1.00000","",""
"GO:0035096","larval midgut cell programmed cell death",37,0,0.3,3133,"1.00000","1.00000","1.00000","",""
"GO:0035103","sterol regulatory element binding protei...",7,0,0.06,3134,"1.00000","1.00000","1.00000","",""
"GO:0035106","operant conditioning",4,0,0.03,3135,"1.00000","1.00000","1.00000","",""
"GO:0035108","limb morphogenesis",3,0,0.02,3136,"1.00000","1.00000","1.00000","",""
"GO:0035146","tube fusion",39,0,0.32,3137,"1.00000","1.00000","1.00000","",""
"GO:0035147","branch fusion, open tracheal system",39,0,0.32,3138,"1.00000","1.00000","1.00000","",""
"GO:0035148","tube formation",40,0,0.33,3139,"1.00000","1.00000","1.00000","",""
"GO:0035149","lumen formation, open tracheal system",26,0,0.21,3140,"1.00000","1.00000","1.00000","",""
"GO:0035153","epithelial cell type specification, open...",31,0,0.25,3141,"1.00000","1.00000","1.00000","",""
"GO:0035154","terminal cell fate specification, open t...",20,0,0.16,3142,"1.00000","1.00000","1.00000","",""
"GO:0035155","negative regulation of terminal cell fat...",15,0,0.12,3143,"1.00000","1.00000","1.00000","",""
"GO:0035156","fusion cell fate specification",13,0,0.11,3144,"1.00000","1.00000","1.00000","",""
"GO:0035157","negative regulation of fusion cell fate ...",10,0,0.08,3145,"1.00000","1.00000","1.00000","",""
"GO:0035160","maintenance of epithelial integrity, ope...",21,0,0.17,3146,"1.00000","1.00000","1.00000","",""
"GO:0035161","imaginal disc lineage restriction",21,0,0.17,3147,"1.00000","1.00000","1.00000","",""
"GO:0035163","embryonic hemocyte differentiation",8,0,0.07,3148,"1.00000","1.00000","1.00000","",""
"GO:0035165","embryonic crystal cell differentiation",8,0,0.07,3149,"1.00000","1.00000","1.00000","",""
"GO:0035166","post-embryonic hemopoiesis",73,0,0.59,3150,"1.00000","1.00000","1.00000","",""
"GO:0035167","larval lymph gland hemopoiesis",73,0,0.59,3151,"1.00000","1.00000","1.00000","",""
"GO:0035168","larval lymph gland hemocyte differentiat...",37,0,0.3,3152,"1.00000","1.00000","1.00000","",""
"GO:0035170","lymph gland crystal cell differentiation",12,0,0.1,3153,"1.00000","1.00000","1.00000","",""
"GO:0035171","lamellocyte differentiation",27,0,0.22,3154,"1.00000","1.00000","1.00000","",""
"GO:0035172","hemocyte proliferation",77,0,0.63,3155,"1.00000","1.00000","1.00000","",""
"GO:0035176","social behavior",12,0,0.1,3156,"1.00000","1.00000","1.00000","",""
"GO:0035180","larval wandering behavior",7,0,0.06,3157,"1.00000","1.00000","1.00000","",""
"GO:0035185","preblastoderm mitotic cell cycle",4,0,0.03,3158,"1.00000","1.00000","1.00000","",""
"GO:0035186","syncytial blastoderm mitotic cell cycle",38,0,0.31,3159,"1.00000","1.00000","1.00000","",""
"GO:0035188","hatching",7,0,0.06,3160,"1.00000","1.00000","1.00000","",""
"GO:0035190","syncytial nuclear migration",10,0,0.08,3161,"1.00000","1.00000","1.00000","",""
"GO:0035191","nuclear axial expansion",6,0,0.05,3162,"1.00000","1.00000","1.00000","",""
"GO:0035193","larval central nervous system remodeling",8,0,0.07,3163,"1.00000","1.00000","1.00000","",""
"GO:0035194","post-transcriptional gene silencing by R...",84,0,0.68,3164,"1.00000","1.00000","1.00000","",""
"GO:0035195","gene silencing by miRNA",46,0,0.37,3165,"1.00000","1.00000","1.00000","",""
"GO:0035196","production of miRNAs involved in gene si...",22,0,0.18,3166,"1.00000","1.00000","1.00000","",""
"GO:0035199","salt aversion",7,0,0.06,3167,"1.00000","1.00000","1.00000","",""
"GO:0035202","tracheal pit formation in open tracheal ...",6,0,0.05,3168,"1.00000","1.00000","1.00000","",""
"GO:0035203","regulation of lamellocyte differentiatio...",22,0,0.18,3169,"1.00000","1.00000","1.00000","",""
"GO:0035204","negative regulation of lamellocyte diffe...",19,0,0.15,3170,"1.00000","1.00000","1.00000","",""
"GO:0035206","regulation of hemocyte proliferation",61,0,0.5,3171,"1.00000","1.00000","1.00000","",""
"GO:0035207","negative regulation of hemocyte prolifer...",14,0,0.11,3172,"1.00000","1.00000","1.00000","",""
"GO:0035208","positive regulation of hemocyte prolifer...",3,0,0.02,3173,"1.00000","1.00000","1.00000","",""
"GO:0035209","pupal development",29,0,0.24,3174,"1.00000","1.00000","1.00000","",""
"GO:0035210","prepupal development",29,0,0.24,3175,"1.00000","1.00000","1.00000","",""
"GO:0035211","spermathecum morphogenesis",6,0,0.05,3176,"1.00000","1.00000","1.00000","",""
"GO:0035212","cell competition in a multicellular orga...",27,0,0.22,3177,"1.00000","1.00000","1.00000","",""
"GO:0035213","clypeo-labral disc development",15,0,0.12,3178,"1.00000","1.00000","1.00000","",""
"GO:0035214","eye-antennal disc development",103,0,0.84,3179,"1.00000","1.00000","1.00000","",""
"GO:0035216","haltere disc development",21,0,0.17,3180,"1.00000","1.00000","1.00000","",""
"GO:0035217","labial disc development",10,0,0.08,3181,"1.00000","1.00000","1.00000","",""
"GO:0035218","leg disc development",170,0,1.39,3182,"1.00000","1.00000","1.00000","",""
"GO:0035221","genital disc pattern formation",15,0,0.12,3183,"1.00000","1.00000","1.00000","",""
"GO:0035223","leg disc pattern formation",28,0,0.23,3184,"1.00000","1.00000","1.00000","",""
"GO:0035224","genital disc anterior/posterior pattern ...",15,0,0.12,3185,"1.00000","1.00000","1.00000","",""
"GO:0035225","determination of genital disc primordium",22,0,0.18,3186,"1.00000","1.00000","1.00000","",""
"GO:0035232","germ cell attraction",5,0,0.04,3187,"1.00000","1.00000","1.00000","",""
"GO:0035234","ectopic germ cell programmed cell death",14,0,0.11,3188,"1.00000","1.00000","1.00000","",""
"GO:0035235","ionotropic glutamate receptor signaling ...",10,0,0.08,3189,"1.00000","1.00000","1.00000","",""
"GO:0035246","peptidyl-arginine N-methylation",10,0,0.08,3190,"1.00000","1.00000","1.00000","",""
"GO:0035247","peptidyl-arginine omega-N-methylation",10,0,0.08,3191,"1.00000","1.00000","1.00000","",""
"GO:0035249","synaptic transmission, glutamatergic",29,0,0.24,3192,"1.00000","1.00000","1.00000","",""
"GO:0035262","gonad morphogenesis",13,0,0.11,3193,"1.00000","1.00000","1.00000","",""
"GO:0035263","genital disc sexually dimorphic developm...",11,0,0.09,3194,"1.00000","1.00000","1.00000","",""
"GO:0035265","organ growth",103,0,0.84,3195,"1.00000","1.00000","1.00000","",""
"GO:0035268","protein mannosylation",18,0,0.15,3196,"1.00000","1.00000","1.00000","",""
"GO:0035269","protein O-linked mannosylation",16,0,0.13,3197,"1.00000","1.00000","1.00000","",""
"GO:0035270","endocrine system development",10,0,0.08,3198,"1.00000","1.00000","1.00000","",""
"GO:0035271","ring gland development",10,0,0.08,3199,"1.00000","1.00000","1.00000","",""
"GO:0035277","spiracle morphogenesis, open tracheal sy...",35,0,0.29,3200,"1.00000","1.00000","1.00000","",""
"GO:0035280","miRNA loading onto RISC involved in gene...",3,0,0.02,3201,"1.00000","1.00000","1.00000","",""
"GO:0035282","segmentation",374,0,3.05,3202,"1.00000","1.00000","1.00000","",""
"GO:0035283","central nervous system segmentation",5,0,0.04,3203,"1.00000","1.00000","1.00000","",""
"GO:0035284","brain segmentation",5,0,0.04,3204,"1.00000","1.00000","1.00000","",""
"GO:0035285","appendage segmentation",49,0,0.4,3205,"1.00000","1.00000","1.00000","",""
"GO:0035287","head segmentation",22,0,0.18,3206,"1.00000","1.00000","1.00000","",""
"GO:0035288","anterior head segmentation",12,0,0.1,3207,"1.00000","1.00000","1.00000","",""
"GO:0035289","posterior head segmentation",14,0,0.11,3208,"1.00000","1.00000","1.00000","",""
"GO:0035290","trunk segmentation",12,0,0.1,3209,"1.00000","1.00000","1.00000","",""
"GO:0035291","specification of segmental identity, int...",3,0,0.02,3210,"1.00000","1.00000","1.00000","",""
"GO:0035292","specification of segmental identity, tru...",6,0,0.05,3211,"1.00000","1.00000","1.00000","",""
"GO:0035293","chitin-based larval cuticle pattern form...",30,0,0.24,3212,"1.00000","1.00000","1.00000","",""
"GO:0035297","regulation of Malpighian tubule diameter",8,0,0.07,3213,"1.00000","1.00000","1.00000","",""
"GO:0035298","regulation of Malpighian tubule size",8,0,0.07,3214,"1.00000","1.00000","1.00000","",""
"GO:0035303","regulation of dephosphorylation",39,0,0.32,3215,"1.00000","1.00000","1.00000","",""
"GO:0035304","regulation of protein dephosphorylation",37,0,0.3,3216,"1.00000","1.00000","1.00000","",""
"GO:0035305","negative regulation of dephosphorylation",17,0,0.14,3217,"1.00000","1.00000","1.00000","",""
"GO:0035306","positive regulation of dephosphorylation",4,0,0.03,3218,"1.00000","1.00000","1.00000","",""
"GO:0035307","positive regulation of protein dephospho...",4,0,0.03,3219,"1.00000","1.00000","1.00000","",""
"GO:0035308","negative regulation of protein dephospho...",15,0,0.12,3220,"1.00000","1.00000","1.00000","",""
"GO:0035309","wing and notum subfield formation",28,0,0.23,3221,"1.00000","1.00000","1.00000","",""
"GO:0035310","notum cell fate specification",12,0,0.1,3222,"1.00000","1.00000","1.00000","",""
"GO:0035311","wing cell fate specification",7,0,0.06,3223,"1.00000","1.00000","1.00000","",""
"GO:0035320","imaginal disc-derived wing hair site sel...",8,0,0.07,3224,"1.00000","1.00000","1.00000","",""
"GO:0035329","hippo signaling",65,0,0.53,3225,"1.00000","1.00000","1.00000","",""
"GO:0035330","regulation of hippo signaling",58,0,0.47,3226,"1.00000","1.00000","1.00000","",""
"GO:0035331","negative regulation of hippo signaling",35,0,0.29,3227,"1.00000","1.00000","1.00000","",""
"GO:0035332","positive regulation of hippo signaling",27,0,0.22,3228,"1.00000","1.00000","1.00000","",""
"GO:0035335","peptidyl-tyrosine dephosphorylation",41,0,0.33,3229,"1.00000","1.00000","1.00000","",""
"GO:0035336","long-chain fatty-acyl-CoA metabolic proc...",8,0,0.07,3230,"1.00000","1.00000","1.00000","",""
"GO:0035337","fatty-acyl-CoA metabolic process",17,0,0.14,3231,"1.00000","1.00000","1.00000","",""
"GO:0035349","coenzyme A transmembrane transport",3,0,0.02,3232,"1.00000","1.00000","1.00000","",""
"GO:0035350","FAD transmembrane transport",3,0,0.02,3233,"1.00000","1.00000","1.00000","",""
"GO:0035383","thioester metabolic process",26,0,0.21,3234,"1.00000","1.00000","1.00000","",""
"GO:0035384","thioester biosynthetic process",13,0,0.11,3235,"1.00000","1.00000","1.00000","",""
"GO:0035385","Roundabout signaling pathway",8,0,0.07,3236,"1.00000","1.00000","1.00000","",""
"GO:0035386","regulation of Roundabout signaling pathw...",5,0,0.04,3237,"1.00000","1.00000","1.00000","",""
"GO:0035404","histone-serine phosphorylation",6,0,0.05,3238,"1.00000","1.00000","1.00000","",""
"GO:0035405","histone-threonine phosphorylation",5,0,0.04,3239,"1.00000","1.00000","1.00000","",""
"GO:0035418","protein localization to synapse",9,0,0.07,3240,"1.00000","1.00000","1.00000","",""
"GO:0035434","copper ion transmembrane transport",5,0,0.04,3241,"1.00000","1.00000","1.00000","",""
"GO:0035435","phosphate ion transmembrane transport",4,0,0.03,3242,"1.00000","1.00000","1.00000","",""
"GO:0035437","maintenance of protein localization in e...",3,0,0.02,3243,"1.00000","1.00000","1.00000","",""
"GO:0035459","vesicle cargo loading",6,0,0.05,3244,"1.00000","1.00000","1.00000","",""
"GO:0035461","vitamin transmembrane transport",4,0,0.03,3245,"1.00000","1.00000","1.00000","",""
"GO:0035493","SNARE complex assembly",16,0,0.13,3246,"1.00000","1.00000","1.00000","",""
"GO:0035494","SNARE complex disassembly",4,0,0.03,3247,"1.00000","1.00000","1.00000","",""
"GO:0035507","regulation of myosin-light-chain-phospha...",4,0,0.03,3248,"1.00000","1.00000","1.00000","",""
"GO:0035509","negative regulation of myosin-light-chai...",4,0,0.03,3249,"1.00000","1.00000","1.00000","",""
"GO:0035510","DNA dealkylation",7,0,0.06,3250,"1.00000","1.00000","1.00000","",""
"GO:0035511","oxidative DNA demethylation",5,0,0.04,3251,"1.00000","1.00000","1.00000","",""
"GO:0035542","regulation of SNARE complex assembly",13,0,0.11,3252,"1.00000","1.00000","1.00000","",""
"GO:0035556","intracellular signal transduction",791,0,6.44,3253,"1.00000","1.00000","1.00000","",""
"GO:0035561","regulation of chromatin binding",4,0,0.03,3254,"1.00000","1.00000","1.00000","",""
"GO:0035567","non-canonical Wnt signaling pathway",15,0,0.12,3255,"1.00000","1.00000","1.00000","",""
"GO:0035592","establishment of protein localization to...",138,0,1.12,3256,"1.00000","1.00000","1.00000","",""
"GO:0035593","positive regulation of Wnt signaling pat...",4,0,0.03,3257,"1.00000","1.00000","1.00000","",""
"GO:0035601","protein deacylation",35,0,0.29,3258,"1.00000","1.00000","1.00000","",""
"GO:0035626","juvenile hormone mediated signaling path...",11,0,0.09,3259,"1.00000","1.00000","1.00000","",""
"GO:0035637","multicellular organismal signaling",23,0,0.19,3260,"1.00000","1.00000","1.00000","",""
"GO:0035640","exploration behavior",3,0,0.02,3261,"1.00000","1.00000","1.00000","",""
"GO:0035674","tricarboxylic acid transmembrane transpo...",7,0,0.06,3262,"1.00000","1.00000","1.00000","",""
"GO:0035690","cellular response to drug",33,0,0.27,3263,"1.00000","1.00000","1.00000","",""
"GO:0035721","intraciliary retrograde transport",11,0,0.09,3264,"1.00000","1.00000","1.00000","",""
"GO:0035725","sodium ion transmembrane transport",79,0,0.64,3265,"1.00000","1.00000","1.00000","",""
"GO:0035736","cell proliferation involved in compound ...",19,0,0.15,3266,"1.00000","1.00000","1.00000","",""
"GO:0035751","regulation of lysosomal lumen pH",5,0,0.04,3267,"1.00000","1.00000","1.00000","",""
"GO:0035794","positive regulation of mitochondrial mem...",6,0,0.05,3268,"1.00000","1.00000","1.00000","",""
"GO:0035803","egg coat formation",10,0,0.08,3269,"1.00000","1.00000","1.00000","",""
"GO:0035825","homologous recombination",43,0,0.35,3270,"1.00000","1.00000","1.00000","",""
"GO:0035883","enteroendocrine cell differentiation",10,0,0.08,3271,"1.00000","1.00000","1.00000","",""
"GO:0035929","steroid hormone secretion",3,0,0.02,3272,"1.00000","1.00000","1.00000","",""
"GO:0035987","endodermal cell differentiation",6,0,0.05,3273,"1.00000","1.00000","1.00000","",""
"GO:0036011","imaginal disc-derived leg segmentation",49,0,0.4,3274,"1.00000","1.00000","1.00000","",""
"GO:0036058","filtration diaphragm assembly",8,0,0.07,3275,"1.00000","1.00000","1.00000","",""
"GO:0036059","nephrocyte diaphragm assembly",6,0,0.05,3276,"1.00000","1.00000","1.00000","",""
"GO:0036065","fucosylation",15,0,0.12,3277,"1.00000","1.00000","1.00000","",""
"GO:0036066","protein O-linked fucosylation",10,0,0.08,3278,"1.00000","1.00000","1.00000","",""
"GO:0036071","N-glycan fucosylation",9,0,0.07,3279,"1.00000","1.00000","1.00000","",""
"GO:0036084","GDP-fucose import into endoplasmic retic...",3,0,0.02,3280,"1.00000","1.00000","1.00000","",""
"GO:0036085","GDP-fucose import into Golgi lumen",5,0,0.04,3281,"1.00000","1.00000","1.00000","",""
"GO:0036090","cleavage furrow ingression",12,0,0.1,3282,"1.00000","1.00000","1.00000","",""
"GO:0036092","phosphatidylinositol-3-phosphate biosynt...",6,0,0.05,3283,"1.00000","1.00000","1.00000","",""
"GO:0036093","germ cell proliferation",8,0,0.07,3284,"1.00000","1.00000","1.00000","",""
"GO:0036098","male germ-line stem cell population main...",24,0,0.2,3285,"1.00000","1.00000","1.00000","",""
"GO:0036099","female germ-line stem cell population ma...",36,0,0.29,3286,"1.00000","1.00000","1.00000","",""
"GO:0036158","outer dynein arm assembly",33,0,0.27,3287,"1.00000","1.00000","1.00000","",""
"GO:0036159","inner dynein arm assembly",13,0,0.11,3288,"1.00000","1.00000","1.00000","",""
"GO:0036212","contractile ring maintenance",4,0,0.03,3289,"1.00000","1.00000","1.00000","",""
"GO:0036213","contractile ring contraction",20,0,0.16,3290,"1.00000","1.00000","1.00000","",""
"GO:0036214","contractile ring localization",6,0,0.05,3291,"1.00000","1.00000","1.00000","",""
