"GO.ID","Term","Annotated","Significant","Expected","Rank in result2","result1","result2","result3","GenesInTermAndTest","GenesInTermAndTest_eggNogName"
"GO:0005089","Rho guanyl-nucleotide exchange factor ac...",45,0,0.38,455,"1.00000","1.00000","1.00000","",""
"GO:0005092","GDP-dissociation inhibitor activity",6,0,0.05,456,"1.00000","1.00000","1.00000","",""
"GO:0005096","GTPase activator activity",136,0,1.14,457,"1.00000","1.00000","1.00000","",""
"GO:0005112","Notch binding",23,0,0.19,458,"1.00000","1.00000","1.00000","",""
"GO:0005113","patched binding",10,0,0.08,459,"1.00000","1.00000","1.00000","",""
"GO:0005118","sevenless binding",5,0,0.04,460,"1.00000","1.00000","1.00000","",""
"GO:0005119","smoothened binding",7,0,0.06,461,"1.00000","1.00000","1.00000","",""
"GO:0005121","Toll binding",11,0,0.09,462,"1.00000","1.00000","1.00000","",""
"GO:0005125","cytokine activity",8,0,0.07,463,"1.00000","1.00000","1.00000","",""
"GO:0005154","epidermal growth factor receptor binding",10,0,0.08,464,"1.00000","1.00000","1.00000","",""
"GO:0005160","transforming growth factor beta receptor...",8,0,0.07,465,"1.00000","1.00000","1.00000","",""
"GO:0005178","integrin binding",9,0,0.08,466,"1.00000","1.00000","1.00000","",""
"GO:0005179","hormone activity",17,0,0.14,467,"1.00000","1.00000","1.00000","",""
"GO:0005184","neuropeptide hormone activity",14,0,0.12,468,"1.00000","1.00000","1.00000","",""
"GO:0005200","structural constituent of cytoskeleton",53,0,0.44,469,"1.00000","1.00000","1.00000","",""
"GO:0005216","ion channel activity",224,0,1.87,470,"1.00000","1.00000","1.00000","",""
"GO:0005217","intracellular ligand-gated ion channel a...",22,0,0.18,471,"1.00000","1.00000","1.00000","",""
"GO:0005219","ryanodine-sensitive calcium-release chan...",3,0,0.03,472,"1.00000","1.00000","1.00000","",""
"GO:0005221","intracellular cyclic nucleotide activate...",10,0,0.08,473,"1.00000","1.00000","1.00000","",""
"GO:0005227","calcium activated cation channel activit...",12,0,0.1,474,"1.00000","1.00000","1.00000","",""
"GO:0005228","intracellular sodium activated potassium...",3,0,0.03,475,"1.00000","1.00000","1.00000","",""
"GO:0005229","intracellular calcium activated chloride...",9,0,0.08,476,"1.00000","1.00000","1.00000","",""
"GO:0005230","extracellular ligand-gated ion channel a...",41,0,0.34,477,"1.00000","1.00000","1.00000","",""
"GO:0005231","excitatory extracellular ligand-gated io...",20,0,0.17,478,"1.00000","1.00000","1.00000","",""
"GO:0005242","inward rectifier potassium channel activ...",4,0,0.03,479,"1.00000","1.00000","1.00000","",""
"GO:0005243","gap junction channel activity",5,0,0.04,480,"1.00000","1.00000","1.00000","",""
"GO:0005244","voltage-gated ion channel activity",67,0,0.56,481,"1.00000","1.00000","1.00000","",""
"GO:0005245","voltage-gated calcium channel activity",14,0,0.12,482,"1.00000","1.00000","1.00000","",""
"GO:0005247","voltage-gated chloride channel activity",9,0,0.08,483,"1.00000","1.00000","1.00000","",""
"GO:0005248","voltage-gated sodium channel activity",8,0,0.07,484,"1.00000","1.00000","1.00000","",""
"GO:0005249","voltage-gated potassium channel activity",34,0,0.28,485,"1.00000","1.00000","1.00000","",""
"GO:0005253","anion channel activity",52,0,0.43,486,"1.00000","1.00000","1.00000","",""
"GO:0005254","chloride channel activity",47,0,0.39,487,"1.00000","1.00000","1.00000","",""
"GO:0005261","cation channel activity",170,0,1.42,488,"1.00000","1.00000","1.00000","",""
"GO:0005262","calcium channel activity",56,0,0.47,489,"1.00000","1.00000","1.00000","",""
"GO:0005267","potassium channel activity",61,0,0.51,490,"1.00000","1.00000","1.00000","",""
"GO:0005272","sodium channel activity",29,0,0.24,491,"1.00000","1.00000","1.00000","",""
"GO:0005275","amine transmembrane transporter activity",5,0,0.04,492,"1.00000","1.00000","1.00000","",""
"GO:0005283","amino acid:sodium symporter activity",14,0,0.12,493,"1.00000","1.00000","1.00000","",""
"GO:0005310","dicarboxylic acid transmembrane transpor...",34,0,0.28,494,"1.00000","1.00000","1.00000","",""
"GO:0005313","L-glutamate transmembrane transporter ac...",8,0,0.07,495,"1.00000","1.00000","1.00000","",""
"GO:0005314","high-affinity glutamate transmembrane tr...",4,0,0.03,496,"1.00000","1.00000","1.00000","",""
"GO:0005326","neurotransmitter transmembrane transport...",44,0,0.37,497,"1.00000","1.00000","1.00000","",""
"GO:0005328","neurotransmitter:sodium symporter activi...",18,0,0.15,498,"1.00000","1.00000","1.00000","",""
"GO:0005337","nucleoside transmembrane transporter act...",6,0,0.05,499,"1.00000","1.00000","1.00000","",""
"GO:0005338","nucleotide-sugar transmembrane transport...",13,0,0.11,500,"1.00000","1.00000","1.00000","",""
"GO:0005342","organic acid transmembrane transporter a...",116,0,0.97,501,"1.00000","1.00000","1.00000","",""
"GO:0005343","organic acid:sodium symporter activity",14,0,0.12,502,"1.00000","1.00000","1.00000","",""
"GO:0005346","purine ribonucleotide transmembrane tran...",10,0,0.08,503,"1.00000","1.00000","1.00000","",""
"GO:0005347","ATP transmembrane transporter activity",5,0,0.04,504,"1.00000","1.00000","1.00000","",""
"GO:0005351","carbohydrate:proton symporter activity",11,0,0.09,505,"1.00000","1.00000","1.00000","",""
"GO:0005355","glucose transmembrane transporter activi...",11,0,0.09,506,"1.00000","1.00000","1.00000","",""
"GO:0005375","copper ion transmembrane transporter act...",6,0,0.05,507,"1.00000","1.00000","1.00000","",""
"GO:0005381","iron ion transmembrane transporter activ...",6,0,0.05,508,"1.00000","1.00000","1.00000","",""
"GO:0005384","manganese ion transmembrane transporter ...",3,0,0.03,509,"1.00000","1.00000","1.00000","",""
"GO:0005385","zinc ion transmembrane transporter activ...",21,0,0.18,510,"1.00000","1.00000","1.00000","",""
"GO:0005388","calcium transmembrane transporter activi...",10,0,0.08,511,"1.00000","1.00000","1.00000","",""
"GO:0005391","sodium:potassium-exchanging ATPase activ...",4,0,0.03,512,"1.00000","1.00000","1.00000","",""
"GO:0005402","carbohydrate:cation symporter activity",11,0,0.09,513,"1.00000","1.00000","1.00000","",""
"GO:0005416","amino acid:cation symporter activity",17,0,0.14,514,"1.00000","1.00000","1.00000","",""
"GO:0005432","calcium:sodium antiporter activity",9,0,0.08,515,"1.00000","1.00000","1.00000","",""
"GO:0005451","monovalent cation:proton antiporter acti...",8,0,0.07,516,"1.00000","1.00000","1.00000","",""
"GO:0005457","GDP-fucose transmembrane transporter act...",8,0,0.07,517,"1.00000","1.00000","1.00000","",""
"GO:0005459","UDP-galactose transmembrane transporter ...",5,0,0.04,518,"1.00000","1.00000","1.00000","",""
"GO:0005462","UDP-N-acetylglucosamine transmembrane tr...",4,0,0.03,519,"1.00000","1.00000","1.00000","",""
"GO:0005464","UDP-xylose transmembrane transporter act...",4,0,0.03,520,"1.00000","1.00000","1.00000","",""
"GO:0005476","carnitine:acyl carnitine antiporter acti...",3,0,0.03,521,"1.00000","1.00000","1.00000","",""
"GO:0005484","SNAP receptor activity",23,0,0.19,522,"1.00000","1.00000","1.00000","",""
"GO:0005500","juvenile hormone binding",4,0,0.03,523,"1.00000","1.00000","1.00000","",""
"GO:0005516","calmodulin binding",49,0,0.41,524,"1.00000","1.00000","1.00000","",""
"GO:0005518","collagen binding",6,0,0.05,525,"1.00000","1.00000","1.00000","",""
"GO:0005520","insulin-like growth factor binding",7,0,0.06,526,"1.00000","1.00000","1.00000","",""
"GO:0005521","lamin binding",4,0,0.03,527,"1.00000","1.00000","1.00000","",""
"GO:0005523","tropomyosin binding",5,0,0.04,528,"1.00000","1.00000","1.00000","",""
"GO:0005524","ATP binding",36,0,0.3,529,"1.00000","1.00000","1.00000","",""
"GO:0005525","GTP binding",51,0,0.43,530,"1.00000","1.00000","1.00000","",""
"GO:0005527","macrolide binding",9,0,0.08,531,"1.00000","1.00000","1.00000","",""
"GO:0005528","FK506 binding",9,0,0.08,532,"1.00000","1.00000","1.00000","",""
"GO:0005543","phospholipid binding",127,0,1.06,533,"1.00000","1.00000","1.00000","",""
"GO:0005544","calcium-dependent phospholipid binding",24,0,0.2,534,"1.00000","1.00000","1.00000","",""
"GO:0005546","phosphatidylinositol-4,5-bisphosphate bi...",16,0,0.13,535,"1.00000","1.00000","1.00000","",""
"GO:0005547","phosphatidylinositol-3,4,5-trisphosphate...",4,0,0.03,536,"1.00000","1.00000","1.00000","",""
"GO:0005548","phospholipid transporter activity",20,0,0.17,537,"1.00000","1.00000","1.00000","",""
"GO:0005549","odorant binding",14,0,0.12,538,"1.00000","1.00000","1.00000","",""
"GO:0008013","beta-catenin binding",12,0,0.1,539,"1.00000","1.00000","1.00000","",""
"GO:0008020","G protein-coupled photoreceptor activity",8,0,0.07,540,"1.00000","1.00000","1.00000","",""
"GO:0008028","monocarboxylic acid transmembrane transp...",35,0,0.29,541,"1.00000","1.00000","1.00000","",""
"GO:0008036","diuretic hormone receptor activity",3,0,0.03,542,"1.00000","1.00000","1.00000","",""
"GO:0008046","axon guidance receptor activity",5,0,0.04,543,"1.00000","1.00000","1.00000","",""
"GO:0008047","enzyme activator activity",178,0,1.49,544,"1.00000","1.00000","1.00000","",""
"GO:0008066","glutamate receptor activity",26,0,0.22,545,"1.00000","1.00000","1.00000","",""
"GO:0008079","translation termination factor activity",6,0,0.05,546,"1.00000","1.00000","1.00000","",""
"GO:0008080","N-acetyltransferase activity",37,0,0.31,547,"1.00000","1.00000","1.00000","",""
"GO:0008081","phosphoric diester hydrolase activity",23,0,0.19,548,"1.00000","1.00000","1.00000","",""
"GO:0008083","growth factor activity",5,0,0.04,549,"1.00000","1.00000","1.00000","",""
"GO:0008093","cytoskeletal anchor activity",3,0,0.03,550,"1.00000","1.00000","1.00000","",""
"GO:0008094","DNA-dependent ATPase activity",49,0,0.41,551,"1.00000","1.00000","1.00000","",""
"GO:0008096","juvenile hormone epoxide hydrolase activ...",4,0,0.03,552,"1.00000","1.00000","1.00000","",""
"GO:0008097","5S rRNA binding",5,0,0.04,553,"1.00000","1.00000","1.00000","",""
"GO:0008117","sphinganine-1-phosphate aldolase activit...",3,0,0.03,554,"1.00000","1.00000","1.00000","",""
"GO:0008121","ubiquinol-cytochrome-c reductase activit...",11,0,0.09,555,"1.00000","1.00000","1.00000","",""
"GO:0008135","translation factor activity, RNA binding",102,0,0.85,556,"1.00000","1.00000","1.00000","",""
"GO:0008137","NADH dehydrogenase (ubiquinone) activity",9,0,0.08,557,"1.00000","1.00000","1.00000","",""
"GO:0008138","protein tyrosine/serine/threonine phosph...",24,0,0.2,558,"1.00000","1.00000","1.00000","",""
"GO:0008139","nuclear localization sequence binding",17,0,0.14,559,"1.00000","1.00000","1.00000","",""
"GO:0008140","cAMP response element binding protein bi...",4,0,0.03,560,"1.00000","1.00000","1.00000","",""
"GO:0008143","poly(A) binding",6,0,0.05,561,"1.00000","1.00000","1.00000","",""
"GO:0008146","sulfotransferase activity",21,0,0.18,562,"1.00000","1.00000","1.00000","",""
"GO:0008157","protein phosphatase 1 binding",43,0,0.36,563,"1.00000","1.00000","1.00000","",""
"GO:0008168","methyltransferase activity",105,0,0.88,564,"1.00000","1.00000","1.00000","",""
"GO:0008169","C-methyltransferase activity",3,0,0.03,565,"1.00000","1.00000","1.00000","",""
"GO:0008170","N-methyltransferase activity",42,0,0.35,566,"1.00000","1.00000","1.00000","",""
"GO:0008171","O-methyltransferase activity",16,0,0.13,567,"1.00000","1.00000","1.00000","",""
"GO:0008173","RNA methyltransferase activity",39,0,0.33,568,"1.00000","1.00000","1.00000","",""
"GO:0008174","mRNA methyltransferase activity",3,0,0.03,569,"1.00000","1.00000","1.00000","",""
"GO:0008175","tRNA methyltransferase activity",16,0,0.13,570,"1.00000","1.00000","1.00000","",""
"GO:0008177","succinate dehydrogenase (ubiquinone) act...",5,0,0.04,571,"1.00000","1.00000","1.00000","",""
"GO:0008184","glycogen phosphorylase activity",3,0,0.03,572,"1.00000","1.00000","1.00000","",""
"GO:0008186","RNA-dependent ATPase activity",82,0,0.69,573,"1.00000","1.00000","1.00000","",""
"GO:0008187","poly-pyrimidine tract binding",18,0,0.15,574,"1.00000","1.00000","1.00000","",""
"GO:0008188","neuropeptide receptor activity",38,0,0.32,575,"1.00000","1.00000","1.00000","",""
"GO:0008190","eukaryotic initiation factor 4E binding",4,0,0.03,576,"1.00000","1.00000","1.00000","",""
"GO:0008194","UDP-glycosyltransferase activity",53,0,0.44,577,"1.00000","1.00000","1.00000","",""
"GO:0008195","phosphatidate phosphatase activity",4,0,0.03,578,"1.00000","1.00000","1.00000","",""
"GO:0008196","vitellogenin receptor activity",4,0,0.03,579,"1.00000","1.00000","1.00000","",""
"GO:0008226","tyramine receptor activity",6,0,0.05,580,"1.00000","1.00000","1.00000","",""
"GO:0008227","G protein-coupled amine receptor activit...",36,0,0.3,581,"1.00000","1.00000","1.00000","",""
"GO:0008240","tripeptidyl-peptidase activity",4,0,0.03,582,"1.00000","1.00000","1.00000","",""
"GO:0008242","omega peptidase activity",77,0,0.64,583,"1.00000","1.00000","1.00000","",""
"GO:0008252","nucleotidase activity",10,0,0.08,584,"1.00000","1.00000","1.00000","",""
"GO:0008253","5'-nucleotidase activity",10,0,0.08,585,"1.00000","1.00000","1.00000","",""
"GO:0008261","allatostatin receptor activity",6,0,0.05,586,"1.00000","1.00000","1.00000","",""
"GO:0008266","poly(U) RNA binding",10,0,0.08,587,"1.00000","1.00000","1.00000","",""
"GO:0008273","calcium, potassium:sodium antiporter act...",6,0,0.05,588,"1.00000","1.00000","1.00000","",""
"GO:0008276","protein methyltransferase activity",42,0,0.35,589,"1.00000","1.00000","1.00000","",""
"GO:0008296","3'-5'-exodeoxyribonuclease activity",11,0,0.09,590,"1.00000","1.00000","1.00000","",""
"GO:0008297","single-stranded DNA exodeoxyribonuclease...",10,0,0.08,591,"1.00000","1.00000","1.00000","",""
"GO:0008307","structural constituent of muscle",33,0,0.28,592,"1.00000","1.00000","1.00000","",""
"GO:0008308","voltage-gated anion channel activity",14,0,0.12,593,"1.00000","1.00000","1.00000","",""
"GO:0008309","double-stranded DNA exodeoxyribonuclease...",8,0,0.07,594,"1.00000","1.00000","1.00000","",""
"GO:0008310","single-stranded DNA 3'-5' exodeoxyribonu...",7,0,0.06,595,"1.00000","1.00000","1.00000","",""
"GO:0008311","double-stranded DNA 3'-5' exodeoxyribonu...",5,0,0.04,596,"1.00000","1.00000","1.00000","",""
"GO:0008320","protein transmembrane transporter activi...",14,0,0.12,597,"1.00000","1.00000","1.00000","",""
"GO:0008324","cation transmembrane transporter activit...",328,0,2.74,598,"1.00000","1.00000","1.00000","",""
"GO:0008331","high voltage-gated calcium channel activ...",9,0,0.08,599,"1.00000","1.00000","1.00000","",""
"GO:0008332","low voltage-gated calcium channel activi...",5,0,0.04,600,"1.00000","1.00000","1.00000","",""
"GO:0008349","MAP kinase kinase kinase kinase activity",6,0,0.05,601,"1.00000","1.00000","1.00000","",""
"GO:0008353","RNA polymerase II CTD heptapeptide repea...",4,0,0.03,602,"1.00000","1.00000","1.00000","",""
"GO:0008374","O-acyltransferase activity",19,0,0.16,603,"1.00000","1.00000","1.00000","",""
"GO:0008375","acetylglucosaminyltransferase activity",16,0,0.13,604,"1.00000","1.00000","1.00000","",""
"GO:0008376","acetylgalactosaminyltransferase activity",14,0,0.12,605,"1.00000","1.00000","1.00000","",""
"GO:0008378","galactosyltransferase activity",8,0,0.07,606,"1.00000","1.00000","1.00000","",""
"GO:0008379","thioredoxin peroxidase activity",4,0,0.03,607,"1.00000","1.00000","1.00000","",""
"GO:0008381","mechanosensitive ion channel activity",7,0,0.06,608,"1.00000","1.00000","1.00000","",""
"GO:0008395","steroid hydroxylase activity",9,0,0.08,609,"1.00000","1.00000","1.00000","",""
"GO:0008408","3'-5' exonuclease activity",36,0,0.3,610,"1.00000","1.00000","1.00000","",""
"GO:0008409","5'-3' exonuclease activity",9,0,0.08,611,"1.00000","1.00000","1.00000","",""
"GO:0008417","fucosyltransferase activity",7,0,0.06,612,"1.00000","1.00000","1.00000","",""
"GO:0008420","RNA polymerase II CTD heptapeptide repea...",5,0,0.04,613,"1.00000","1.00000","1.00000","",""
"GO:0008442","3-hydroxyisobutyrate dehydrogenase activ...",3,0,0.03,614,"1.00000","1.00000","1.00000","",""
"GO:0008443","phosphofructokinase activity",3,0,0.03,615,"1.00000","1.00000","1.00000","",""
"GO:0008445","D-aspartate oxidase activity",5,0,0.04,616,"1.00000","1.00000","1.00000","",""
"GO:0008449","N-acetylglucosamine-6-sulfatase activity",3,0,0.03,617,"1.00000","1.00000","1.00000","",""
"GO:0008467","[heparan sulfate]-glucosamine 3-sulfotra...",5,0,0.04,618,"1.00000","1.00000","1.00000","",""
"GO:0008469","histone-arginine N-methyltransferase act...",10,0,0.08,619,"1.00000","1.00000","1.00000","",""
"GO:0008474","palmitoyl-(protein) hydrolase activity",4,0,0.03,620,"1.00000","1.00000","1.00000","",""
"GO:0008483","transaminase activity",20,0,0.17,621,"1.00000","1.00000","1.00000","",""
"GO:0008484","sulfuric ester hydrolase activity",3,0,0.03,622,"1.00000","1.00000","1.00000","",""
"GO:0008494","translation activator activity",4,0,0.03,623,"1.00000","1.00000","1.00000","",""
"GO:0008504","monoamine transmembrane transporter acti...",6,0,0.05,624,"1.00000","1.00000","1.00000","",""
"GO:0008509","anion transmembrane transporter activity",215,0,1.8,625,"1.00000","1.00000","1.00000","",""
"GO:0008510","sodium:bicarbonate symporter activity",4,0,0.03,626,"1.00000","1.00000","1.00000","",""
"GO:0008514","organic anion transmembrane transporter ...",154,0,1.29,627,"1.00000","1.00000","1.00000","",""
"GO:0008519","ammonium transmembrane transporter activ...",19,0,0.16,628,"1.00000","1.00000","1.00000","",""
"GO:0008526","phosphatidylinositol transfer activity",6,0,0.05,629,"1.00000","1.00000","1.00000","",""
"GO:0008527","taste receptor activity",6,0,0.05,630,"1.00000","1.00000","1.00000","",""
"GO:0008528","G protein-coupled peptide receptor activ...",41,0,0.34,631,"1.00000","1.00000","1.00000","",""
"GO:0008536","Ran GTPase binding",9,0,0.08,632,"1.00000","1.00000","1.00000","",""
"GO:0008553","proton-exporting ATPase activity, phosph...",3,0,0.03,633,"1.00000","1.00000","1.00000","",""
"GO:0008554","sodium transmembrane transporter activit...",4,0,0.03,634,"1.00000","1.00000","1.00000","",""
"GO:0008556","potassium transmembrane transporter acti...",4,0,0.03,635,"1.00000","1.00000","1.00000","",""
"GO:0008568","microtubule-severing ATPase activity",3,0,0.03,636,"1.00000","1.00000","1.00000","",""
"GO:0008569","ATP-dependent microtubule motor activity...",33,0,0.28,637,"1.00000","1.00000","1.00000","",""
"GO:0008574","ATP-dependent microtubule motor activity...",24,0,0.2,638,"1.00000","1.00000","1.00000","",""
"GO:0008607","phosphorylase kinase regulator activity",4,0,0.03,639,"1.00000","1.00000","1.00000","",""
"GO:0008613","diuretic hormone activity",4,0,0.03,640,"1.00000","1.00000","1.00000","",""
"GO:0008641","ubiquitin-like modifier activating enzym...",7,0,0.06,641,"1.00000","1.00000","1.00000","",""
"GO:0008649","rRNA methyltransferase activity",16,0,0.13,642,"1.00000","1.00000","1.00000","",""
"GO:0008656","cysteine-type endopeptidase activator ac...",3,0,0.03,643,"1.00000","1.00000","1.00000","",""
"GO:0008757","S-adenosylmethionine-dependent methyltra...",88,0,0.74,644,"1.00000","1.00000","1.00000","",""
"GO:0008865","fructokinase activity",4,0,0.03,645,"1.00000","1.00000","1.00000","",""
"GO:0008887","glycerate kinase activity",4,0,0.03,646,"1.00000","1.00000","1.00000","",""
"GO:0008934","inositol monophosphate 1-phosphatase act...",5,0,0.04,647,"1.00000","1.00000","1.00000","",""
"GO:0009008","DNA-methyltransferase activity",3,0,0.03,648,"1.00000","1.00000","1.00000","",""
"GO:0009041","uridylate kinase activity",3,0,0.03,649,"1.00000","1.00000","1.00000","",""
"GO:0009055","electron transfer activity",43,0,0.36,650,"1.00000","1.00000","1.00000","",""
"GO:0009378","four-way junction helicase activity",6,0,0.05,651,"1.00000","1.00000","1.00000","",""
"GO:0009678","pyrophosphate hydrolysis-driven proton t...",10,0,0.08,652,"1.00000","1.00000","1.00000","",""
"GO:0009881","photoreceptor activity",18,0,0.15,653,"1.00000","1.00000","1.00000","",""
"GO:0009922","fatty acid elongase activity",8,0,0.07,654,"1.00000","1.00000","1.00000","",""
"GO:0009931","calcium-dependent protein serine/threoni...",8,0,0.07,655,"1.00000","1.00000","1.00000","",""
"GO:0009975","cyclase activity",41,0,0.34,656,"1.00000","1.00000","1.00000","",""
"GO:0009982","pseudouridine synthase activity",8,0,0.07,657,"1.00000","1.00000","1.00000","",""
"GO:0010340","carboxyl-O-methyltransferase activity",5,0,0.04,658,"1.00000","1.00000","1.00000","",""
"GO:0010484","H3 histone acetyltransferase activity",9,0,0.08,659,"1.00000","1.00000","1.00000","",""
"GO:0010485","H4 histone acetyltransferase activity",11,0,0.09,660,"1.00000","1.00000","1.00000","",""
"GO:0010851","cyclase regulator activity",3,0,0.03,661,"1.00000","1.00000","1.00000","",""
"GO:0010853","cyclase activator activity",3,0,0.03,662,"1.00000","1.00000","1.00000","",""
"GO:0010857","calcium-dependent protein kinase activit...",8,0,0.07,663,"1.00000","1.00000","1.00000","",""
"GO:0015002","heme-copper terminal oxidase activity",19,0,0.16,664,"1.00000","1.00000","1.00000","",""
"GO:0015016","[heparan sulfate]-glucosamine N-sulfotra...",4,0,0.03,665,"1.00000","1.00000","1.00000","",""
"GO:0015020","glucuronosyltransferase activity",15,0,0.13,666,"1.00000","1.00000","1.00000","",""
"GO:0015026","coreceptor activity",5,0,0.04,667,"1.00000","1.00000","1.00000","",""
"GO:0015037","peptide disulfide oxidoreductase activit...",8,0,0.07,668,"1.00000","1.00000","1.00000","",""
"GO:0015038","glutathione disulfide oxidoreductase act...",6,0,0.05,669,"1.00000","1.00000","1.00000","",""
"GO:0015075","ion transmembrane transporter activity",491,0,4.11,670,"1.00000","1.00000","1.00000","",""
"GO:0015077","monovalent inorganic cation transmembran...",197,0,1.65,671,"1.00000","1.00000","1.00000","",""
"GO:0015078","proton transmembrane transporter activit...",54,0,0.45,672,"1.00000","1.00000","1.00000","",""
"GO:0015079","potassium ion transmembrane transporter ...",83,0,0.69,673,"1.00000","1.00000","1.00000","",""
"GO:0015081","sodium ion transmembrane transporter act...",83,0,0.69,674,"1.00000","1.00000","1.00000","",""
"GO:0015085","calcium ion transmembrane transporter ac...",71,0,0.59,675,"1.00000","1.00000","1.00000","",""
"GO:0015095","magnesium ion transmembrane transporter ...",3,0,0.03,676,"1.00000","1.00000","1.00000","",""
"GO:0015101","organic cation transmembrane transporter...",13,0,0.11,677,"1.00000","1.00000","1.00000","",""
"GO:0015103","inorganic anion transmembrane transporte...",67,0,0.56,678,"1.00000","1.00000","1.00000","",""
"GO:0015106","bicarbonate transmembrane transporter ac...",16,0,0.13,679,"1.00000","1.00000","1.00000","",""
"GO:0015108","chloride transmembrane transporter activ...",55,0,0.46,680,"1.00000","1.00000","1.00000","",""
"GO:0015114","phosphate ion transmembrane transporter ...",4,0,0.03,681,"1.00000","1.00000","1.00000","",""
"GO:0015116","sulfate transmembrane transporter activi...",13,0,0.11,682,"1.00000","1.00000","1.00000","",""
"GO:0015137","citrate transmembrane transporter activi...",5,0,0.04,683,"1.00000","1.00000","1.00000","",""
"GO:0015140","malate transmembrane transporter activit...",3,0,0.03,684,"1.00000","1.00000","1.00000","",""
"GO:0015141","succinate transmembrane transporter acti...",6,0,0.05,685,"1.00000","1.00000","1.00000","",""
"GO:0015142","tricarboxylic acid transmembrane transpo...",5,0,0.04,686,"1.00000","1.00000","1.00000","",""
"GO:0015144","carbohydrate transmembrane transporter a...",12,0,0.1,687,"1.00000","1.00000","1.00000","",""
"GO:0015145","monosaccharide transmembrane transporter...",11,0,0.09,688,"1.00000","1.00000","1.00000","",""
"GO:0015149","hexose transmembrane transporter activit...",11,0,0.09,689,"1.00000","1.00000","1.00000","",""
"GO:0015154","disaccharide transmembrane transporter a...",3,0,0.03,690,"1.00000","1.00000","1.00000","",""
"GO:0015157","oligosaccharide transmembrane transporte...",3,0,0.03,691,"1.00000","1.00000","1.00000","",""
"GO:0015165","pyrimidine nucleotide-sugar transmembran...",8,0,0.07,692,"1.00000","1.00000","1.00000","",""
"GO:0015171","amino acid transmembrane transporter act...",68,0,0.57,693,"1.00000","1.00000","1.00000","",""
"GO:0015172","acidic amino acid transmembrane transpor...",10,0,0.08,694,"1.00000","1.00000","1.00000","",""
"GO:0015175","neutral amino acid transmembrane transpo...",8,0,0.07,695,"1.00000","1.00000","1.00000","",""
"GO:0015179","L-amino acid transmembrane transporter a...",29,0,0.24,696,"1.00000","1.00000","1.00000","",""
"GO:0015183","L-aspartate transmembrane transporter ac...",4,0,0.03,697,"1.00000","1.00000","1.00000","",""
"GO:0015185","gamma-aminobutyric acid transmembrane tr...",4,0,0.03,698,"1.00000","1.00000","1.00000","",""
"GO:0015215","nucleotide transmembrane transporter act...",14,0,0.12,699,"1.00000","1.00000","1.00000","",""
"GO:0015216","purine nucleotide transmembrane transpor...",10,0,0.08,700,"1.00000","1.00000","1.00000","",""
"GO:0015217","ADP transmembrane transporter activity",7,0,0.06,701,"1.00000","1.00000","1.00000","",""
"GO:0015220","choline transmembrane transporter activi...",4,0,0.03,702,"1.00000","1.00000","1.00000","",""
"GO:0015226","carnitine transmembrane transporter acti...",3,0,0.03,703,"1.00000","1.00000","1.00000","",""
"GO:0015227","acyl carnitine transmembrane transporter...",4,0,0.03,704,"1.00000","1.00000","1.00000","",""
"GO:0015228","coenzyme A transmembrane transporter act...",3,0,0.03,705,"1.00000","1.00000","1.00000","",""
"GO:0015230","FAD transmembrane transporter activity",3,0,0.03,706,"1.00000","1.00000","1.00000","",""
"GO:0015232","heme transmembrane transporter activity",6,0,0.05,707,"1.00000","1.00000","1.00000","",""
"GO:0015248","sterol transporter activity",19,0,0.16,708,"1.00000","1.00000","1.00000","",""
"GO:0015252","proton channel activity",5,0,0.04,709,"1.00000","1.00000","1.00000","",""
"GO:0015267","channel activity",230,0,1.92,710,"1.00000","1.00000","1.00000","",""
"GO:0015269","calcium-activated potassium channel acti...",8,0,0.07,711,"1.00000","1.00000","1.00000","",""
"GO:0015276","ligand-gated ion channel activity",81,0,0.68,712,"1.00000","1.00000","1.00000","",""
"GO:0015277","kainate selective glutamate receptor act...",11,0,0.09,713,"1.00000","1.00000","1.00000","",""
"GO:0015278","calcium-release channel activity",9,0,0.08,714,"1.00000","1.00000","1.00000","",""
"GO:0015279","store-operated calcium channel activity",4,0,0.03,715,"1.00000","1.00000","1.00000","",""
"GO:0015288","porin activity",3,0,0.03,716,"1.00000","1.00000","1.00000","",""
"GO:0015291","secondary active transmembrane transport...",115,0,0.96,717,"1.00000","1.00000","1.00000","",""
"GO:0015293","symporter activity",55,0,0.46,718,"1.00000","1.00000","1.00000","",""
"GO:0015294","solute:cation symporter activity",53,0,0.44,719,"1.00000","1.00000","1.00000","",""
"GO:0015295","solute:proton symporter activity",13,0,0.11,720,"1.00000","1.00000","1.00000","",""
"GO:0015296","anion:cation symporter activity",7,0,0.06,721,"1.00000","1.00000","1.00000","",""
"GO:0015297","antiporter activity",50,0,0.42,722,"1.00000","1.00000","1.00000","",""
"GO:0015298","solute:cation antiporter activity",19,0,0.16,723,"1.00000","1.00000","1.00000","",""
"GO:0015299","solute:proton antiporter activity",8,0,0.07,724,"1.00000","1.00000","1.00000","",""
"GO:0015301","anion:anion antiporter activity",17,0,0.14,725,"1.00000","1.00000","1.00000","",""
"GO:0015318","inorganic molecular entity transmembrane...",478,0,4,726,"1.00000","1.00000","1.00000","",""
"GO:0015347","sodium-independent organic anion transme...",10,0,0.08,727,"1.00000","1.00000","1.00000","",""
